,DNA16S_1,DNA16S_2,DNA16S_3,DNA16S_4,DNA16S_5,DNA16S_6,DNA16S_8,DNA16S_9,DNA16S_10,DNA16S_11,DNA16S_12,DNA16S_13,DNA16S_14,DNA16S_15,DNA16S_16,DNA16S_17,DNA16S_18,DNA16S_20,DNA16S_21,DNA16S_22,DNA16S_23,DNA16S_24,DNA16S_25,DNA16S_26,DNA16S_27,DNA16S_28,DNA16S_29,DNA16S_31,DNA16S_33,DNA16S_34,DNA16S_35,DNA16S_36,DNA16S_37,DNA16S_38,DNA16S_39,DNA16S_40,DNA16S_41,DNA16S_42,DNA16S_43,DNA16S_44,DNA16S_45,DNA16S_46,DNA16S_47,DNA16S_48,DNA16S_49,DNA16S_50,DNA16S_51,DNA16S_52,DNA16S_53,DNA16S_54,DNA16S_55,DNA16S_56,DNA16S_57,DNA16S_58,DNA16S_59,DNA16S_60
OTU37,0.867682133,0.696807886,0.84362114,0.960865123,0.828982985,1.13107332,0.809472839,1.181759199,0.901422029,0.606428138,0.10469986,0.341121667,0.464406133,0.326022525,0.036023055,0,1.225061253,0.817246724,0.501934539,0.718539617,0.500333556,1.261829653,0.657629432,0.780998625,2.129808134,0.917544488,1.884076114,1.088153104,0.438212095,0.355331256,0.825825826,0.314263921,0.644848485,0.709345042,1.115770844,1.452427471,0.761813436,0.674632668,1.274922013,1.169874125,1.768024216,1.665944306,1.231120201,0.687326661,1.003501058,1.368794739,0.996974117,1.269125635,1.526416122,1.027796979,0.661134824,1.023957757,0.77735836,1.385787093,0.698401358,1.303337558
OTU38,0.021948115,0.033740171,0.040352581,0.027551688,0.06283836,0.052794087,0.026759433,0.018537399,0.045794167,0.031765283,0.023266636,0.069691523,0.038170367,0,0.126080692,0,0,0.014090461,0.006971313,0,0.122888944,0,0.031020256,0.005850177,0.018360415,0.054336417,0.026602404,0.029638411,0,0,0.006435006,0.003051106,0.029090909,0.013238166,0.007694971,0.007372728,0.005327367,0,0.04521,0.012926786,0.022931572,0.005417705,0.007866583,0.012058362,0.028496987,0.018623058,0.141047124,0.017750009,0.019063181,0.030595941,0.01641644,0.016055087,0,0,0.003572385,0.01478665
OTU39,0.077550005,0.066013379,0.083227198,0.070027207,0.094257541,0.028796775,0,0.013903049,0.063870812,0.031765283,0.069799907,0.077027473,0,0,0,0.078517588,0.140007,0.15781316,0.101084039,0.071206629,0,0.139702569,0.04963241,0.093602831,0.068851556,0.018523778,0.037556335,0.055042764,0.062601728,0.005149728,0.113685114,0.042715484,0.084848485,0.043024038,0,0.21380912,0.0799105,0.102910068,0.113025001,0.153505583,0.066501559,0,0.039332914,0,0,0.025606704,0.021699558,0.024850012,0.047657952,0.058925516,0.074620183,0.042813565,0.175810538,0,0.083951058,0.07182087
OTU40,2.566466207,2.137366506,3.452667684,2.641518098,2.686339907,2.294143056,2.950227455,4.138474372,5.172330682,4.213231684,3.001395998,2.417195466,3.066352821,4.238292828,2.755763689,1.334798995,4.427721386,3.409891503,1.728885636,5.541170378,1.890734174,4.001802614,5.391320532,1.918858045,6.536307721,2.538992553,3.960628443,5.169785757,5.721797922,2.376599634,5.351780352,3.392829901,3.224242424,3.992410118,4.186064407,2.344527592,4.493633797,4.373677891,5.615082056,2.795417454,5.031186938,2.706143678,1.707048458,2.438200892,0.854909624,1.103416167,1.089800002,4.244027122,3.647875817,2.417079334,4.142912575,5.301746437,7.746005481,4.792990895,3.606323122,6.009716941
OTU41,0.021948115,0.013202676,0.02017629,0.032143636,0.02296017,0.017598029,0.053518865,0,0.003615329,0.020214271,0.046533271,0,0,0,0,0,0,0.005636184,0,0.051786639,0,0,0,0.014625442,0,0,0.007824236,0.008468118,0,0,0.004290004,0.004576659,0.026666667,0,0,0,0.005327367,0,0,0.009695089,0.011465786,0.013544263,0.007866583,0.00964669,0,0,0.004822124,0,0,0.003399549,0.010446826,0.010703391,0,0,0,0
OTU42,0.31020002,0.253784767,0.279946028,0.39490753,0.317817092,0.279968644,0.113727589,0.366113634,0.278380333,0.225244737,0.034899953,0.663903459,0.432597493,0.493973523,0.090057637,0.251256281,0.122506125,0.293081584,0.230053331,0.323666494,0.31600014,0.270392068,0.32571269,0.298359025,0.463600477,0.405053287,0.557085628,0.270979761,0.162764492,0.216288591,0.388245388,0.370709382,0.395151515,0.316612795,0.277018968,0.287536403,0.314314634,0.2858613,0.510873005,0.442742418,0.467804073,0.555314769,0.605726872,0.511274569,0.901726103,0.647151254,0.540077877,0.388725194,0.449346405,0.480469591,0.459660329,0.421000054,0.218901356,0.503922579,0.394748593,0.302070131
OTU43,0.4784689,0.335934749,0.327864718,0.413275322,0.344402552,0.385556818,0.093658014,0.203911391,0.407327067,0.288775304,0.116333178,0.238418369,0.152681468,0.153131792,0.306195965,0,0.087504375,0.109905594,0.087141413,0.045313309,0.082511148,0.081117621,0.068244564,0.652294732,0.119342697,0.475443644,0.302015523,0.199000762,0.15650432,0.301259109,0.392535393,0.465293669,0.164848485,0.176508875,0.100034627,0.188004571,0.223749401,0.174375393,0.031647,0.216523664,0.227022565,0.130024921,0.066865953,0.238755577,0.122129946,0.265378572,0.215790045,0.186375093,0.305010893,0.138248326,0.222368146,0.173038158,0.367133771,0.131707038,0.150040189,0.293620617
OTU44,0.68331797,0.080683018,0.378305444,0.404091426,0.118426141,1.015886221,0.033449291,0.361479284,0.779705953,0.063530567,0.442066077,0.113707222,0.050893823,0.049397352,0.108069164,0,0.840042002,0.101451317,0.031370909,0.233039876,0.077244479,0.121676431,0.567670689,0.152104601,0.647204627,0.08520938,0.757386079,0.188415615,0.062601728,0.033473234,0.094380094,0.067124333,0.048484848,0.217326552,0.238544111,1.161204704,0.106547334,0.260133783,0.203445002,0.382956033,0.541185104,0.070430166,0.031466331,0.238755577,0.179123921,0.076820113,0.054248894,0.836025418,0.212418301,0.021530477,0.079097394,0.126656796,0.399882793,0.440932257,0.210770742,0.931558935
OTU45,0.092182082,0.102687478,0.147539123,0.092986947,0.04954563,0.073591758,0.140487022,0.078783947,0.010845987,0.101071356,0.116333178,0.113707222,0.031808639,0,0,0.298366834,0,0.073270396,0.038342222,0.077679959,0.07197781,0.099143758,0.068244564,0.117003539,0.211144772,0.007409511,0.057899349,0.06774494,0.137723801,0.064371604,0.036465036,0.085430969,0,0.031992234,0,0.070040919,0.090565234,0.08575839,0.085899001,0.029085268,0,0.089392133,0,0.053056795,0.052922977,0.057033114,0.084387168,0.161525081,0.057189542,0.064591431,0.180580844,0.067788144,0.05687988,0.114527859,0.091095829,0
OTU46,0.141931141,0.024938388,0.139973014,0.119390648,0.079756381,0.05759355,0.026759433,0.069515247,0.042178838,0.236795749,0,0.033011774,0,0.039517882,0.090057637,0,0,0.047907567,0,0.129466598,0.059688915,0.054078414,0.055836461,0.315909556,0.045901037,0.127196611,0.173698047,0.152426116,0.087642419,0.14161753,0.188760189,0.079328757,0.038787879,0.063984467,0.092339656,0.099531832,0.077246817,0.048596421,0.085899001,0.093719198,0.151348376,0.070430166,0.02753304,0.081996865,0.006106497,0.048885526,0.033754867,0.01952501,0.027233115,0.01133183,0.062680954,0.019622884,0.218901356,0.017179179,0.048227204,0.027460921
OTU47,1.583190671,1.060614951,1.447648832,0.697976099,0.987287316,1.50223175,0.29435376,0.217814441,0.870089178,0.900978948,0.186133085,1.291127169,1.32960112,1.126259632,2.647694524,1.130653266,2.520126006,1.245596731,0.045313535,1.922578975,0.816333696,0.698512844,1.430033812,0.117003539,1.872762324,1.38681354,1.904419129,1.361249894,0.22536622,1.086592682,2.891462891,0.745995423,0.077575758,0.957560647,1.473587011,1.90585026,1.651483672,1.329255045,0.302907003,0.526766526,0.892038158,0.108354101,0.298930145,1.784637646,0.287005374,0.206017576,0.446046461,0.063900032,0.107570806,0.038528222,1.180491299,1.532368839,0.13271972,0.418026685,0.391176208,2.619349387
OTU48,0.019021699,0.011735712,0.022698327,0.020663766,0.06646365,0.086390324,0.040139149,0.0092687,0.030127742,0.034653036,0.034899953,0,0,0.00987947,0,0,0,0.056361843,0,0,0.063200028,0.04055881,0,0,0,0.014819023,0,0,0,0,0.004290004,0,0.004848485,0,0,0,0,0,0.013563,0,0,0,0,0,0.004070998,0.013967293,0.01205531,0,0.004084967,0.036261856,0.014924037,0.023190681,0.003447265,0,0.010717156,0.046472328
OTU49,0.462373615,0.875777491,0.430007188,0.444270971,0.395156613,0.414353592,1.043617875,0.769302067,0.545914678,0.580438361,0.988832015,0.561200161,0.712513519,0.563129816,0.468299712,0.643844221,0.560028001,1.132873045,0.97249817,1.152252719,0.112355605,1.388012618,0.617303099,0.871676368,0.76195722,0.885436605,0.341136705,0.658396139,0.575935896,0.921801375,0.637065637,1.102974828,0.989090909,1.142894966,1.254280328,0.958454676,0.841723936,0.711794637,0.203445002,0.108261832,0.006879472,0.159822299,0.066865953,0.149523695,0.309395864,0.343362626,0.214584514,0.094075047,0.375816993,0.293494396,0.655165209,0.915139947,0.343002913,0.423753078,0.478699652,0.525982256
OTU50,2.405513366,2.914857411,2.678402542,2.595598618,2.926817479,2.495720479,4.060743912,3.202335712,2.386117137,2.844436744,3.617961843,2.974727653,5.191169922,2.949021932,2.917867435,2.873743719,6.265313266,3.336621108,3.708738541,3.437338167,2.222534321,3.893645786,2.369947576,2.351771141,2.767832553,1.927707868,2.206434652,2.466339233,2.435207212,1.877075984,2.833547834,2.622425629,3.563636364,3.189294737,3.909045439,4.770155196,4.088753929,3.561831799,3.440481034,2.210480392,2.144102,2.326904323,1.533983638,2.43578922,3.305650546,2.140487691,2.091596244,1.331250666,2.553104575,2.290162838,1.646121243,2.506377437,2.24934071,3.155242513,2.193444673,4.110688635
OTU51,0.531144375,0.308062434,0.53719373,0.396055517,0.569170534,0.5071432,0.214075462,0.046343498,0.266329236,0.080857085,0.081433225,0.106371272,0.209937019,0.098794705,0.036023055,0.314070352,0.525026251,0.11835987,0.101084039,0.090626618,0.294933464,0.184767913,0.068244564,0.105303185,0.151473423,0.382824753,0.330182774,0.156660174,0.050081382,0.108144295,0.203775204,0.047292143,0.189090909,0.131278476,0.084644685,0.188004571,0.210430984,0.271568235,0.126588001,0.056554688,0.107778389,0.167948857,0.110132159,0.0964669,0,0.110574405,0.319465709,0.104725052,0.137527233,0.065724614,0.101483449,0.098114419,0.089628902,0.148886217,0.042868626,0.090832277
OTU52,0.624789664,0.438622227,0.643119254,0.576289476,0.578837974,1.05428192,0.849611988,0.426360182,0.533863582,0.450489474,0.302466263,0.407145215,0.26719257,0.474214582,0.126080692,0,1.190059503,0.560800338,0.149883231,0.52433972,0.305466802,0.842721947,0.52424233,0.342235353,1.340310291,0.755770157,2.242426139,0.872216106,0.131463628,0.059221876,0.555555556,0.390541571,0.523636364,0.302271449,0.57712285,0.394440963,0.186457834,0.60030873,1.216149012,1.292678592,1.346083287,0.701592805,0.566393958,0.918847221,0.256472887,0.921841355,0.477390267,0.832475416,0.92456427,0.657246139,0.620839925,0.685017036,0.82734371,1.22544809,0.607305528,0.771018166
OTU53,0.7081925,0.466494543,0.524583549,0.664684476,0.618716164,0.601532628,0.187316029,0.338307535,0.222945288,0.170377429,0.174499767,0.183398746,0.305362937,0.227227821,0.288184438,0.031407035,0.367518376,0.273354939,0.296280804,0.239513206,0.414311295,0.351509689,0.195427614,0.228156902,0.481960892,0.656976672,0.813720581,0.364129054,0.262927257,0.108144295,0.216645217,0.236460717,0.557575758,0.285723742,0.369358624,0.567700077,0.588674018,0.608884569,0.461142005,0.381340185,0.520546689,0.506555423,0.377595972,0.255637284,0.352141345,0.824070302,0.752251329,0.363875182,0.592320261,0.271963919,0.39100976,0.46202972,0.210283193,0.440932257,0.242922211,0.420363329
OTU54,1.597822747,1.53297735,1.493045485,1.513046872,1.718387471,1.436639096,3.893497458,3.661136343,2.729573391,3.121661036,4.96742671,2.974727653,3.320821935,3.522031219,2.845821326,1.429020101,3.517675884,2.42355925,2.502701384,2.252718799,2.9510902,2.694907616,3.229208673,2.269868664,1.758009731,1.601689369,1.8637331,1.636463714,2.372605484,2.157736179,2.797082797,2.401220442,3.515151515,3.531280682,3.601246585,3.612636856,3.508070961,3.087302041,4.480311045,4.758673065,3.311319024,3.700292556,5.121145374,3.217171108,7.592411659,3.797939824,3.911948018,6.771628386,4.846132898,5.798497399,2.581858341,3.189610575,1.637451092,2.250472427,1.902295258,2.891846219
OTU55,0.242892469,0.126158902,0.127362833,0.199749739,0.264646172,0.179179932,0.287663902,0.403188433,0.169920463,0.236795749,0.37226617,0.348457617,0.438959221,0.385299348,0.252161383,0.502512563,0.122506125,0.219811188,0.125483635,0.181253237,0.226466767,0.234339793,0.111672922,0.195980928,0.050491141,0.113612507,0.093890836,0.099500381,0.118943283,0.139042665,0.257400257,0.309687262,0.276363636,0.246009245,0.273171482,0.25804549,0.157157317,0.345892173,0.375243004,0.140578797,0.107778389,0.346733124,0.232064191,0.286989027,0.018319492,0.061688879,0.034960398,0,0.042211329,0.073656895,0.238784586,0.235474606,0.162021476,0.15461261,0.207198357,0.24503591
OTU56,0.725750991,0.52810703,0.522061512,0.436235062,0.428992653,0.555137825,0.521808938,0.551487626,0.448300795,0.58910162,0.732899023,0.777610681,0.655257968,0.558190081,0.936599424,0.863693467,0.805040252,0.391714809,0.4810206,0.783272916,0.154488958,0.274898603,0.54595651,0.587942785,0.477370789,0.534719735,0.52735353,0.65416208,1.070489546,0.587069032,0.780780781,0.913806255,0.521212121,0.626606507,0.750259705,0.604563719,0.665920835,0.531702018,0.406890004,0.75298528,0.509080903,0.498428866,0.405129012,0.788616906,0.217798404,0.299132864,0.265216815,0.347900174,0.520152505,0.402279964,0.690982897,0.542305154,0.767016564,0.400847506,0.501920157,0.490071821
OTU57,1.385657639,0.52077221,0.568719184,0.772595254,0.661011214,0.927896076,0.615466952,0.685883771,0.700168715,1.071356378,0.63983248,0.484172688,0.305362937,0.489033788,0.846541787,1.146356784,0.0700035,0.569254615,0.338108683,0.666752978,0.323022366,1.104100946,0.493222074,0.775148448,0.582943175,1.307778752,0.629068603,0.664747227,0.770001252,0.695213327,1.231231231,0.688024409,0.703030303,0.538352069,0.57712285,0.405500055,0.439507751,0.51455034,0.723360007,0.502528802,0.119244175,0.48217575,0.412995595,0.274930664,0.063100472,0.314264098,0.215790045,0.207675104,0.329520697,0.508799166,0.968569979,1.139911162,0.727373011,0.618450438,0.52335447,0.249260668
OTU58,0.139004726,0.242049055,0.08827127,0.101022856,0.223559551,0.084790503,0.07358844,0.055612198,0.056640154,0.02887753,0.10469986,0.124711147,0.273554297,0.079035764,0.054034582,0.376884422,0.122506125,0.070452304,0.118512322,0.226566546,0.179066746,0.081117621,0.027918231,0.078977389,0.032130726,0.169183842,0.057899349,0.040223558,0.056341555,0.249761825,0.004290004,0.134248665,0.118787879,0.131278476,0.053864799,0.217495484,0.231740451,0.205820136,0.040689,0.05493884,0.038983673,0.067721313,0.082599119,0.10611359,0,0.034918233,0.032549336,0,0.066721133,0.09065464,0.085067009,0.064220347,0,0.022905572,0.021434313,0.006337136
OTU59,0.007316038,0.002933928,0.007566109,0,0,0,0,0.0092687,0,0,0,0,0,0,0,0,0,0.005636184,0.01045697,0,0.010533338,0,0,0,0,0,0,0,0,0.012874321,0,0,0,0,0.0269324,0.007372728,0.005327367,0,0,0,0,0.005417705,0,0,0.018319492,0.003491823,0,0,0,0,0,0.003567797,0,0,0,0
OTU60,0,0,0,0,0,0,0.715814825,0,0.002410219,0,0,0,0,0,0,0,0,0.036635198,0,0,0,0.018026138,0.062040512,0,0,0.003704756,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008079241,0,0,0,0,0,0,0,0.007100004,0,0,0.071635376,0.005351696,0.118930658,0,0,0.095057034
OTU61,0.032190568,0.013202676,0.070617016,0.111354739,0.02779389,0.014398387,0.013379716,0.125127445,0.004820439,0.049091802,0,0,0,0,0,0,0,0.025362829,0,0.058259969,0.01931112,0.009013069,0.117876974,0.029250885,0.247865602,0.049396742,0.226902854,0,0,0,0,0.012204424,0.012121212,0.078325813,0,0,0.0159821,0.005717226,0.022605,0.030701117,0.025224729,0,0,0,0,0.002327882,3.251317043,0.030175015,0.002723312,0,0.035817688,0.01248729,0.117207026,0,0.01964812,0.023236164
OTU62,0.188753786,0.176035677,0.138711996,0.140054415,0.153470611,0.291167389,0.080278298,0.245620539,0.149433598,0.257010021,0.023266636,0.113707222,0.279916025,0.31120332,0.270172911,0.282663317,0.297514876,0.228265464,0.09062707,0.252459865,0.07197781,0.045065345,0.207835717,0.149179513,0.211144772,0.122256937,0.136141713,0.114319587,0.212845875,0.12359348,0.124410124,0.190694127,0.264242424,0.201882026,0.11542457,0.154827294,0.114538384,0.225830427,0.117546001,0.022621875,0.025224729,0.024379673,0.062932662,0.05788014,0,0.006983647,0,0,0.040849673,0.039661405,0.299973137,0.287207664,0.348173811,0.206150146,0.148253997,0.217574989
OTU63,1.893390691,2.140300434,2.214347864,1.852851026,1.927445862,1.868590718,3.37168852,2.136435258,2.55483249,2.558549193,3.059562587,3.880717456,3.899739169,4.490219324,2.053314121,2.60678392,5.985299265,2.913907285,2.743211684,2.446918695,3.688423862,1.279855791,2.233458448,2.375171849,1.243918113,1.448559468,1.985791187,1.323143365,1.690246651,2.240131833,2.604032604,2.718535469,3.054545455,4.594746655,3.974452695,2.834814023,3.843695062,2.95294723,2.00280302,2.683923926,3.368647955,3.667786326,1.872246696,3.426986615,4.785458394,2.341849502,2.56898651,2.997976499,2.350217865,2.750235135,1.756559114,2.606275755,1.473705983,2.078680639,1.414664642,2.974228982
OTU64,0,0.004400892,0.003783054,0,0,0.003199642,0,0,0.006025548,0,0,0,0,0,0.090057637,0,0,0,0,0,0.036866683,0.018026138,0,0,0,0.007409511,0,0.004234059,0,0,0,0,0,0,0,0,0,0.017151678,0,0,0,0,0,0,0,0.002327882,0.008438717,0.005325003,0,0.002266366,0,0.005351696,0,0,0,0
OTU65,0.349706627,0.111489262,0.392176643,0.254853115,0.286397912,0.207976707,0.093658014,0.208545741,0.403711738,0.704611742,0,0.220078495,0.152681468,0.128433116,0.486311239,0.235552764,0.210010501,0.205720727,0.055770504,0.265406525,0.161511183,0.045065345,0.611099048,0.187205663,0.514091618,0.285266187,0.597771657,0.673215344,0.200325529,0.319283158,0.641355641,0.260869565,0.147878788,0.289033283,0.242391597,0.309654588,0.178466784,0.148647876,0.126588001,0.357102461,0.272885709,0.23567017,0.121932033,0.229108887,0.138413939,0.17924693,0.208556859,0.191700096,0.234204793,0.245900711,0.276094678,0.137360187,0.794594688,0.435205864,0.310797535,0.278833967
OTU66,0.011705661,0.010268748,0.040352581,0.039031558,0.00483372,0.030396596,0,0,0.008435768,0,0,0.00733595,0,0,0,0,0,0.014090461,0,0.058259969,0.066711141,0.022532672,0,0.017550531,0,0.01728886,0.015648473,0,0,0,0,0.006102212,0.007272727,0.002206361,0,0.011059092,0,0.020010291,0.009042,0,0.004586314,0.01083541,0.011799874,0.00964669,0.018319492,0.036082174,0.010849779,0.035500018,0.020424837,0.037395039,0,0.003567797,0.010341796,0,0.003572385,0.008449514
OTU67,1.025708558,1.14129797,0.6532074,0.762263371,0.756477185,0.846305214,1.036928017,0.546853276,0.561581104,0.554448584,1.349464867,0.652899534,0.73796043,0.474214582,1.080691643,1.271984925,0.315015751,0.758066789,0.986440796,0.725012947,0.431866859,1.004957188,0.406365357,1.175885571,0.38097861,1.134890154,0.503880821,0.448810229,1.333416802,1.223060484,0.334620335,1.339435545,1.316363636,1.099870928,0.815666962,1.080104693,0.902988653,1.469327082,0.655545007,0.812771664,0.550357733,0.861415105,0.597860289,0.836850356,0.042745481,0.180410871,0.178418584,0.058575029,0.284586057,0.345620814,0.385040146,0.533385661,0.248203113,0.332130791,0.448334375,0.384452894
OTU68,1.792429364,2.57452177,2.261005536,1.995201414,2.592082367,2.234949686,5.20470966,2.882565576,2.686189443,2.598977735,4.304327594,2.079741775,3.295375024,2.860106698,3.152017291,1.978643216,3.097654883,2.640552346,3.443828645,1.890212325,3.045890243,3.618747183,1.839501194,2.135314593,1.748829524,1.4374452,1.779231347,1.585655009,1.840490798,1.72000927,1.831831832,2.056445461,3.345454545,3.17385021,2.704782425,2.797950382,3.385541527,2.3526385,2.301189023,3.669591352,3.258576408,4.624011269,3.842825677,4.179428434,4.79563589,3.452249316,3.469518149,2.832901416,5.182461874,6.098790894,1.386443005,2.240576556,0.470551735,1.511767738,1.14494954,1.577946768
OTU69,0.166805671,0.038141063,0.073139052,0.079211103,0.085798531,0.075191579,0.153866738,0.050977848,0.031332851,0.049091802,0.139599814,0.047683674,0.025446911,0.128433116,0,0.125628141,0.052502625,0.016908553,0.041827878,0.084153288,0.070222253,0.081117621,0.071346589,0.078977389,0.055081245,0.039517394,0.01721332,0.046574646,0.056341555,0.095269975,0.040755041,0.056445461,0.036363636,0.059571745,0.007694971,0.04423637,0.045282617,0.048596421,0.122067001,0.035548661,0,0.013544263,0.007866583,0.040998432,0.020354991,0.051213409,0.018082965,0.024850012,0.050381264,0.032862307,0.092529027,0.051733057,0.013789062,0.057263929,0.053585782,0.023236164
OTU70,0.04974906,0.029339279,0.060528871,0.056251363,0.101508121,0.09758907,0.013379716,0.0092687,0.022897084,0,0,0.0146719,0.038170367,0.00987947,0.036023055,0,0,0.014090461,0.020913939,0,0.036866683,0.009013069,0.024816205,0.023400708,0,0.072860195,0.050075113,0.012702176,0.031300864,0.043772691,0.010725011,0.009153318,0.038787879,0.013238166,0,0.014745457,0.010654733,0.011434452,0,0.009695089,0.016052101,0.005417705,0,0,0.008141996,0.065180702,0.066304204,0.069225035,0.028594771,0.020397294,0.002984807,0.01248729,0.022407225,0,0.048227204,0.023236164
OTU71,0.395066064,0.217110668,0.490536059,0.373095777,0.404824053,0.375957893,0.321113192,0.24098619,0.429019041,0.580438361,0.174499767,0.476836738,0.419874038,0.602647698,0.162103746,0,0.507525376,0.321262505,0.324166057,0.433713102,0.500333556,0.360522758,0.552160561,0.204756194,0.284586432,0.390234264,0.569604407,0.569480904,0.375610367,0.226588047,0.516945517,0.34935164,0.32969697,0.293446005,0.253934054,0.368636414,0.332960418,0.334457721,0.230571002,0.16481652,0.149055219,0.243796728,0.129798615,0.15434704,0.264614884,0.182738753,0.142252655,0.232525116,0.216503268,0.166577901,0.413395815,0.394241576,0.425737284,0.429479471,0.451906761,0.496408956
OTU72,0,0,0,0,0.106341841,0,0,0,0.030127742,0,0,0.245754319,0,0,0,0,0,0,0,0,0.005266669,0,0.300896485,0.266183052,0,0.179063191,0.175262894,0,0,0,0.265980266,0.244088482,0,0,0,0,0,0.011434452,0,0,0,0,0,0.0964669,0,0,0,0,0,0,0.253708623,0,0,0,0.035723855,0.171102662
OTU73,0.576503812,0.569182021,0.778048196,0.693384151,0.541376643,0.636728686,0.508429221,0.718324219,0.589298626,0.681509717,0.197766403,0.847302204,1.189643107,1.556016598,0.504322767,0.329773869,0.455022751,0.639706918,0.620446861,0.608493009,0.410800183,0.43262731,0.44669169,0.181355486,0.72523639,0.519900713,0.719829745,0.486916758,0.525854514,0.517547699,0.789360789,0.622425629,0.746666667,0.683971891,0.565580393,0.925277399,0.96425337,0.811846092,0.452100005,0.247224781,0.321042011,0.419872142,0.129798615,0.342457494,0.15876893,0.260722807,0.232667478,0.386950193,0.26416122,0.196040659,0.393994568,0.549440748,0.451591775,0.566912902,0.341162811,0.547106041
OTU74,0.314589643,0.680671283,0.245898538,0.292736686,0.296065352,0.641528149,0.307733476,0.208545741,0.281995662,0.144387652,0.558399255,0.018339875,0.044532095,0.039517882,0.090057637,0.549623116,0,0.177539806,0.121997978,0.433713102,0.043888908,0.247859396,0.155101281,0.236932167,0.128522905,0.355656544,0.397471207,0.247692438,0.275447602,0.211138862,0.287430287,0.370709382,0.152727273,0.380597262,0.396291024,0.423931876,0.15182995,0.274426848,0.131109001,0.017774331,0.137589433,0.029797378,0.074732536,0.361750874,0.008141996,0.03142641,0.162746682,0.136675068,0.162037037,0.103119653,0.140285945,0.066004246,0.230966786,0.629903224,0.237563633,0.10139417
OTU75,0.017558492,0.005867856,0.007566109,0.009183896,0.00966744,0.020797671,0.020069575,0,0.010845987,0,0,0.011003925,0,0.014819206,0,0,0,0.005636184,0,0,0.024577789,0.009013069,0.015510128,0,0,0.014819023,0.014083625,0.021170294,0.031300864,0,0.008580009,0.01525553,0,0.004412722,0,0,0.013318417,0,0,0.006463393,0,0.016253115,0.007866583,0,0,0,0.002411062,0.021300011,0.006808279,0,0.007462018,0,0,0,0,0
OTU76,0.626252872,0.447424011,0.544759839,0.512002204,0.542585073,0.443150367,0.234145036,0.477338029,0.385635093,0.476479251,0,1.096724498,0.680704879,0.64216558,0.180115274,0.816582915,0.052502625,0.493166127,0.414793126,0.446659762,0.444155753,0.38305543,0.331916742,0.804399333,0.532452033,0.550773676,0.430332999,0.385299348,0.469512959,0.602518217,0.506220506,0.500381388,0.446060606,0.5648284,0.565580393,0.47185461,0.508763518,0.331599108,0.492789005,0.720668315,0.529719318,0.509264276,0.468061674,0.709031713,0.254437388,0.412035151,0.534050222,0.704675352,0.543300654,0.356952644,0.523833687,0.324669533,0.413671855,0.25196129,0.317942306,0.299957752
