,DNA16S_1,DNA16S_2,DNA16S_3,DNA16S_4,DNA16S_5,DNA16S_6,DNA16S_8,DNA16S_9,DNA16S_10,DNA16S_11,DNA16S_12,DNA16S_13,DNA16S_14,DNA16S_15,DNA16S_16,DNA16S_17,DNA16S_18,DNA16S_20,DNA16S_21,DNA16S_22,DNA16S_23,DNA16S_24,DNA16S_25,DNA16S_26,DNA16S_27,DNA16S_28,DNA16S_29,DNA16S_31,DNA16S_33,DNA16S_34,DNA16S_35,DNA16S_36,DNA16S_37,DNA16S_38,DNA16S_39,DNA16S_40,DNA16S_41,DNA16S_42,DNA16S_43,DNA16S_44,DNA16S_45,DNA16S_46,DNA16S_47,DNA16S_48,DNA16S_49,DNA16S_50,DNA16S_51,DNA16S_52,DNA16S_53,DNA16S_54,DNA16S_55,DNA16S_56,DNA16S_57,DNA16S_58,DNA16S_59,DNA16S_60
OTU310,0.079013213,0.011735712,0.021437308,0.066583246,0.080964811,0.011198746,0.033449291,0.018537399,0.014461316,0,0,0.0146719,0.038170367,0,0,0,0,0.03945329,0,0,0.075488922,0,0.034122282,0,0,0.009879348,0.021907862,0,0,0.09269511,0.004290004,0,0.038787879,0.017650888,0,0.018431821,0,0.005717226,0.009042,0,0.006879472,0,0,0,0,0.002327882,0.002411062,0.008875004,0.010893246,0.005665915,0,0.003567797,0.003447265,0,0.003572385,0
OTU311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006204051,0,0,0,0,0,0,0,0.023595024,0,0,0,0,0,0,0.008575839,0,0,0,0,0,0,0,0,0,0,0,0,0.017908844,0,0,0,0,0
OTU312,0.032190568,0.017603568,0.056745817,0.024107727,0.03383604,0.035196058,0.013379716,0,0.033743071,0.005775506,0.023266636,0.088031398,0.025446911,0,0,0.031407035,0.0700035,0,0,0,0.024577789,0.013519603,0.015510128,0.005850177,0.013770311,0.01728886,0.043815724,0.010585147,0.018780518,0.020598913,0.023595024,0.028985507,0.004848485,0.038611316,0.015389943,0.04423637,0.005327367,0.014293065,0.009042,0.021006027,0.020638415,0.03250623,0,0.026528397,0.008141996,0.002327882,0.018082965,0.012425006,0.046296296,0.019264111,0.02835567,0,0.013789062,0,0.048227204,0.01478665
OTU313,0.002926415,0.002933928,0.018915272,0.003443961,0.00604215,0.009598925,0,0,0.004820439,0.011551012,0,0,0,0,0.090057637,0,0,0,0,0,0.014044451,0,0.006204051,0,0,0.007409511,0.003129695,0,0,0.018024049,0,0.006102212,0,0.002206361,0.007694971,0,0,0,0.013563,0,0,0,0.011799874,0,0,0.002327882,0.003616593,0,0,0,0.010446826,0.007135594,0,0,0,0
OTU314,0.057065098,0,0.026481381,0.021811753,0.01570959,0.071991937,0.113727589,0.046343498,0.031332851,0,0,0,0,0.024698676,0.090057637,0.408291457,0.03500175,0,0,0,0.005266669,0,0.089958743,0.102378097,0,0.064215765,0.007824236,0.006351088,0.087642419,0.036048098,0.066495066,0.004576659,0.00969697,0.04743676,0.007694971,0.047922734,0.050609983,0.017151678,0.067815001,0.045243751,0.022931572,0.056885903,0.031466331,0.014470035,0,0.01047547,0.002411062,0.03905002,0,0,0.04477211,0.021406782,0.031025389,0.143159824,0,0.038022814
OTU315,0,0,0.021437308,0,0,0.003199642,0,0,0.009640877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005850177,0,0.002469837,0.006259389,0.014819206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004477211,0,0.010341796,0,0,0
OTU316,0.014632076,0.017603568,0.073139052,0.003443961,0.02175174,0,0,0,0.026512413,0.049091802,0,0.022007849,0,0,0,0,0,0.019726645,0,0,0.026333345,0.018026138,0,0,0,0.038282475,0.021907862,0,0,0.036048098,0.008580009,0,0,0.009928624,0.038474857,0.029490913,0.010654733,0,0,0,0,0,0,0,0,0,0.006027655,0,0,0,0.020893651,0.024974579,0.01895996,0.022905572,0.005358578,0
OTU317,0,0,0,0.002295974,0.00483372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004694542,0,0,0,0,0,0,0.002206361,0,0,0,0,0,0,0.004586314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006971313,0,0.005266669,0,0,0,0,0.003704756,0,0,0,0,0,0,0,0.006619083,0,0,0.0159821,0.005717226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU319,0.007316038,0,0.007566109,0.028699675,0,0.003199642,0,0.013903049,0,0.011551012,0.023266636,0.036679749,0,0,0.090057637,0,0,0.042271382,0.038342222,0.090626618,0.084266704,0,0.006204051,0,0,0.004939674,0.004694542,0.008468118,0,0.043772691,0,0,0,0.002206361,0.011542457,0,0.010654733,0,0,0,0,0,0,0,0.052922977,0.016295175,0.016877434,0.021300011,0.002723312,0,0.004477211,0.026758478,0.031025389,0.022905572,0.021434313,0
OTU320,0.007316038,0,0.008827127,0.013775844,0.00483372,0,0,0.0092687,0.006025548,0.008663259,0,0,0,0,0,0,0,0,0,0,0.008777782,0,0,0.005850177,0,0.00864443,0,0,0,0.005149728,0,0.012204424,0,0.002206361,0.007694971,0,0,0,0,0.004847545,0,0,0,0.007235017,0.006106497,0.023278822,0.008438717,0.012425006,0,0.003399549,0,0,0,0,0.003572385,0
OTU321,0.023411322,0.032273207,0.060528871,0.027551688,0.01691802,0.020797671,0.07358844,0.041709148,0.010845987,0.051979555,0.046533271,0,0.14631974,0,0.054034582,0,0.140007,0,0.142911917,0.148886587,0.047400021,0.054078414,0.034122282,0.032175973,0.022950519,0.050631661,0.014083625,0.027521382,0.025040691,0.051497284,0.023595024,0.067124333,0.118787879,0.06950037,0.14235697,0.129022745,0.11986575,0.025727517,0.018084,0,0,0,0.011799874,0,0,0.017459117,0.01205531,0.007100004,0.012254902,0.007932281,0.026863266,0.042813565,0,0.074443108,0.025006698,0.035910435
OTU322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007409511,0,0.004234059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002984807,0.003567797,0,0,0,0
OTU323,0.08047642,0.048409811,0.098359415,0.105614804,0.105133411,0.110387637,0.133797164,0.180739642,0.056640154,0.326316093,0.151233132,0.106371272,0,0.083975499,0.306195965,0.282663317,0,0.067634212,0.118512322,0.02589332,0.147466732,0.036052276,0.077550641,0.38611168,0.096392178,0.100028403,0.087631447,0.112202557,0.075122073,0.090120246,0.077220077,0.134248665,0.109090909,0.111421227,0.076949713,0.180631843,0.037291567,0.011434452,0.094941001,0.192285941,0.071087874,0.108354101,0,0.118171952,0.02239049,0.04190188,0.116936505,0.053250027,0.046296296,0.071390529,0.092529027,0.046381362,0.068945309,0.09734868,0.066089131,0.076045627
OTU324,0.002926415,0.020537496,0.022698327,0.009183896,0.00966744,0.003199642,0,0,0.028922632,0.014438765,0,0.011003925,0,0.00987947,0,0,0,0.005636184,0.048799191,0.01294666,0.029844458,0,0.015510128,0,0.009180207,0.019758697,0.020343015,0.012702176,0,0.012874321,0.010725011,0.013729977,0.012121212,0.002206361,0.007694971,0.007372728,0,0.017151678,0.013563,0.014542634,0.050449459,0.008126558,0.007866583,0.01929338,0.016283993,0.067508584,0.083181637,0.008875004,0.016339869,0.01133183,0.011939229,0,0.013789062,0,0.003572385,0
OTU325,0.005852831,0.004400892,0.010088145,0.079211103,0.00241686,0.007999104,0.026759433,0,0.027717522,0.008663259,0,0,0,0,0,0,0.03500175,0,0,0,0.007022225,0,0,0.005850177,0.018360415,0.016053941,0.057899349,0.027521382,0.012520346,0,0,0,0,0,0.007694971,0,0,0,0.013563,0.004847545,0,0.01083541,0,0,0,0.011639411,0.014466372,0,0.005446623,0.004532732,0.004477211,0.007135594,0.086181636,0.011452786,0,0.004224757
OTU326,0.004389623,0.004400892,0.006305091,0.005739935,0.00725058,0.003199642,0,0,0.002410219,0,0,0,0,0.014819206,0,0,0,0,0,0.01294666,0,0,0,0,0,0,0.009389084,0.019053264,0,0,0.004290004,0,0,0.002206361,0,0,0,0,0,0,0,0,0,0.004823345,0,0,0,0,0,0,0,0,0,0,0,0
OTU327,0.023411322,0.045475883,0.055484798,0.05739935,0.04592034,0.031996416,0.066898582,0.018537399,0.077127019,0.043316296,0,0.00733595,0.019085184,0.039517882,0,0,0.03500175,0.014090461,0,0,0.010533338,0.013519603,0,0.008775265,0.045901037,0.049396742,0.020343015,0,0,0.033473234,0,0.007627765,0.041212121,0.020960429,0,0.011059092,0.005327367,0,0,0,0.032104201,0,0.02753304,0.01929338,0,0.027934587,0.007233186,0.053250027,0.00953159,0.01133183,0.029848073,0.023190681,0.003447265,0,0.017861927,0.012674271
OTU328,0,0.004400892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004655764,0,0,0,0,0,0,0,0,0,0
OTU329,0.010242454,0.038141063,0.076922107,0.061991298,0.03262761,0.065592654,0.026759433,0,0.004820439,0,0,0.022007849,0,0,0,0,0,0,0.013942626,0.01941999,0.010533338,0,0,0.020475619,0,0.03457772,0.01721332,0.012702176,0.018780518,0.018024049,0.032175032,0.041189931,0.00969697,0,0,0.047922734,0.0159821,0,0,0,0.004586314,0.005417705,0.047199497,0.036175087,0,0.017459117,0.474979205,0.003550002,0.031318083,0.009065464,0.013431633,0.008919493,0,0,0.007144771,0.006337136
OTU330,0.146320764,0,0.049179708,0.017219805,0,0,0,0.032440449,0.198843095,0,0,0.00733595,0,0.024698676,0.108069164,0,0,0,0,0.045313309,0.014044451,0,0.062040512,0.005850177,0.078031764,0.01728886,0.070418127,0.084681175,0,0.012874321,0.102960103,0.024408848,0.019393939,0.066190828,0,0,0.034627883,0.022868904,0,0,0,0,0,0,0,0,0,0,0,0,0.108945468,0.017838985,0.065498044,0,0.025006698,0.016899028
OTU331,0,0.002933928,0.015132218,0.006887922,0.00362529,0.007999104,0,0.013903049,0.012051097,0,0,0,0,0.024698676,0,0,0,0.022544737,0.013942626,0.058259969,0.028088901,0.009013069,0.009306077,0,0.009180207,0.009879348,0,0.008468118,0.018780518,0,0,0.003051106,0,0,0.011542457,0,0,0.017151678,0.013563,0.004847545,0,0.013544263,0,0,0.016283993,0.029098528,0.033754867,0,0.029956427,0.013598196,0.005969615,0.003567797,0.006894531,0,0.003572385,0.019011407
OTU332,0,0.004400892,0.003783054,0.008035909,0.01087587,0,0,0,0.015666426,0.017326518,0,0,0,0.00987947,0.036023055,0,0.03500175,0.005636184,0,0,0.005266669,0,0,0.008775265,0,0.011114267,0.007824236,0.004234059,0,0,0,0.018306636,0,0,0,0.007372728,0,0,0,0,0.006879472,0,0,0,0,0.01047547,0.006027655,0,0.002723312,0.002266366,0.019401248,0.017838985,0,0,0,0.008449514
OTU333,0.147783972,0.098286586,0.103403488,0.067731233,0.04712877,0.095989249,0.120417447,0.055612198,0.074716799,0.144387652,0.197766403,0.190734695,0.050893823,0.197589409,0,0.219849246,0.03500175,0.064816119,0.083655757,0.045313309,0.129911169,0.036052276,0.021714179,0.137479159,0.022950519,0.091383973,0.026602404,0.010585147,0.025040691,0.200839406,0.023595024,0.085430969,0.164848485,0.139000739,0.169289369,0.140081837,0.1438389,0.108627294,0.031647,0.11957277,0.034397358,0.046050493,0.078665828,0.130230315,0.024425989,0.074492231,0.068715266,0.021300011,0.054466231,0.040794588,0.113422679,0.04816526,0.034472655,0.011452786,0,0.033798057
OTU334,0.043896229,0.035207135,0,0.02295974,0.00362529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.054078414,0.018612154,0.090677743,0,0.028403127,0.006259389,0,0.025040691,0.043772691,0,0,0,0.006619083,0,0.04423637,0.021309467,0,0,0,0,0,0,0.026528397,0,0.026770645,0.004822124,0,0,0,0.002984807,0,0.029301756,0.045811144,0,0.008449514
OTU335,0,0.035207135,0,0,0,0,0,0,0.002410219,0,0,0,0,0,0,0.235552764,0.10500525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006102212,0.026666667,0,0,0,0,0.022868904,0,0,0,0.027088525,0.015733166,0,0,0.025606704,0,0,0,0,0.059696147,0,0,0,0.025006698,0
OTU336,0,0.073348199,0.052962762,0.088394999,0.05800464,0.007999104,0,0,0.014461316,0,0.093066543,0.040347724,0,0.019758941,0,0.094221106,0,0,0,0,0,0.027039207,0.006204051,0.032175973,0.018360415,0.014819023,0.230032549,0.105851469,0.031300864,0.005149728,0.100815101,0.11136537,0.004848485,0.038611316,0,0.184318207,0.034627883,0,0.158235002,0.059786385,0.071087874,0.108354101,0.074732536,0.040998432,0,0.023278822,1.329700667,0.035500018,0.038126362,0.027196392,0.094021431,0.049949159,0.127548822,0.028631965,0.042868626,0.033798057
OTU337,0,0.032273207,0.0138712,0.010331883,0.00604215,0,0,0,0.003615329,0,0,0,0,0,0,0,0,0,0.031370909,0,0,0,0,0,0,0.011114267,0,0,0,0,0,0,0.019393939,0.013238166,0.023084914,0,0.013318417,0.011434452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU338,0.002926415,0.002933928,0,0.008035909,0.00483372,0.009598925,0,0,0.003615329,0,0,0,0.025446911,0,0,0,0,0.011272369,0,0,0,0.009013069,0,0,0.018360415,0,0.012518778,0,0,0,0.008580009,0,0,0,0,0.018431821,0,0.005717226,0.013563,0.003231696,0,0,0.007866583,0,0,0.01047547,0.002411062,0,0.005446623,0,0,0.003567797,0,0,0,0
OTU339,0.032190568,0.049876775,0.027742399,0.002295974,0.0241686,0.017598029,0,0.013903049,0,0,0,0.0146719,0,0.00987947,0,0.094221106,0,0.025362829,0,0,0.008777782,0.058584948,0,0,0.013770311,0.003704756,0.004694542,0.006351088,0,0.064371604,0,0.03051106,0.004848485,0.002206361,0.011542457,0.007372728,0.00799105,0.040020582,0,0.006463393,0,0,0,0.004823345,0,0.002327882,0.007233186,0,0.004084967,0.01133183,0.008954422,0.014271188,0,0,0.014289542,0
OTU340,0,0,0,0.029847662,0.00725058,0,0,0,0,0,0,0.033011774,0,0,0,0,0,0.011272369,0,0,0,0,0,0,0,0.011114267,0.004694542,0,0,0,0,0,0,0,0,0,0.010654733,0,0,0.003231696,0,0.005417705,0,0.012058362,0,0.003491823,0.019288496,0.012425006,0.013616558,0,0,0,0,0.017179179,0,0
OTU341,0.021948115,0.017603568,0.04791869,0.043623506,0.03746133,0.028796775,0.033449291,0,0.074716799,0.014438765,0,0.018339875,0,0,0,0,0.03500175,0.008454276,0.01045697,0.02589332,0.024577789,0.018026138,0.006204051,0.008775265,0.009180207,0.030872964,0.037556335,0.016936235,0,0.020598913,0.023595024,0.036613272,0.016969697,0.04633358,0.023084914,0.007372728,0.029300517,0.005717226,0.009042,0,0,0.054177051,0,0.004823345,0,0.003491823,0,0,0.029956427,0.005665915,0.038802495,0.051733057,0.005170898,0.011452786,0.005358578,0.006337136
OTU342,0.08047642,0.102687478,0.200501885,0.13431448,0.103924981,0.123186203,0.140487022,0.129761794,0.187997108,0.225244737,0.023266636,0.135715072,0.229022202,0.143252322,0.090057637,0,0,0.115541778,0.027885252,0.090626618,0.14395562,0.090130689,0.167509384,0.122853716,0.183604149,0.12843153,0.200300451,0.65416208,0.294228121,0.211138862,0.27027027,0.19221968,0.063030303,0.172096153,0.034627371,0.176945479,0.218422034,0.111485907,0.203445002,0.130883707,0.110071547,0.127316069,0.318596602,0.190522127,0.162839928,0.144328697,0.321876771,1.025950513,0.394880174,0.363751742,0.234307375,0.144495781,0.339555647,0.280593254,0.232205055,0.27460921
OTU343,0.019021699,0,0.06809498,0.002295974,0.07129737,0.052794087,0.093658014,0,0.003615329,0.112622369,0.651465798,0,0.063617278,0,0,0,0,0.008454276,0,0.174779907,0,0.153222172,0,0,0.266226017,0,0.070418127,0,0,0,0.178035178,0.100686499,0.050909091,0,0,0,0,0,0.067815001,0.051707144,0,0,0.035399622,0,0.075313467,0.008147588,0.015671903,0,0,0.046460503,0,0,0.160297844,0.028631965,0.125033491,0
OTU344,0,0,0.025220363,0,0,0.006399283,0,0,0,0,0,0,0,0.00987947,0,0,0,0,0,0.01294666,0,0,0,0,0,0,0,0.006351088,0.031300864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003447265,0,0,0
OTU345,0.007316038,0,0,0,0.00241686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003511113,0,0.006204051,0,0,0,0,0,0,0,0,0,0,0.004412722,0,0,0,0.005717226,0,0,0,0.016253115,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU346,0.020484907,0.002933928,0.050440726,0.033291623,0.0241686,0.025597133,0,0.027806099,0.060255483,0,0,0,0,0,0,0,0,0,0,0,0.015800007,0,0.006204051,0,0,0.018523778,0.020343015,0.065627911,0,0.020598913,0.004290004,0.057971014,0,0.002206361,0.011542457,0,0.010654733,0,0,0,0,0.065012461,0,0.00964669,0,0.002327882,0.002411062,0.030175015,0.0708061,0.009065464,0.008954422,0,0.060327145,0,0.003572385,0
OTU347,0.005852831,0,0.007566109,0.01147987,0.00845901,0.012798567,0.013379716,0.0092687,0,0.011551012,0,0,0,0,0,0,0,0,0,0,0.008777782,0,0.034122282,0,0.027540622,0.009879348,0.040686029,0.012702176,0.043821209,0.015449185,0,0.009153318,0,0,0,0.011059092,0,0.008575839,0.036168,0,0,0,0,0,0,0.012803352,0.007233186,0.008875004,0.004084967,0,0.019401248,0,0.010341796,0,0.016075735,0.010561893
OTU348,0.054138683,0.029339279,0.083227198,0.066583246,0.04471191,0.036795879,0,0.032440449,0.07351169,0.378295648,0,0,0.025446911,0,0,0,0,0.047907567,0.027885252,0,0.026333345,0,0.062040512,0,0.064261452,0.041987231,0.095455684,0.080447117,0.043821209,0.005149728,0.062205062,0.085430969,0.026666667,0.003309541,0.007694971,0.011059092,0.005327367,0.020010291,0.036168,0.06463393,0.12383049,0.094809839,0.007866583,0.12540697,0.004070998,0.033754292,0.056659956,0.035500018,0.023148148,0.013598196,0.041787303,0.044597463,0.17063964,0.034358358,0.035723855,0.048584706
OTU349,0,0.036674099,0.018915272,0.042475519,0.03021075,0.039995521,0,0.018537399,0.013256206,0.06641832,0,0,0,0,0.68443804,0,0,0.008454276,0,0.01294666,0.007022225,0,0,0,0,0.002469837,0.003129695,0,0,0,0,0,0.004848485,0.050746302,0,0,0,0.017151678,0.036168,0,0,0,0,0,0,0.050049467,0,0.007100004,0.006808279,0.020397294,0,0,0,0,0,0
OTU350,0.076086797,0.044008919,0,0.150386298,0.04229505,0.007999104,0,0.22244879,0,0.077969332,0,0.124711147,0.095425918,0.360600672,0,0.549623116,0,0,0,0.330139824,0,0.252365931,0,0.269108141,0.284586432,0.00864443,0.114233851,0.323905496,0.125203456,0.175090764,0.047190047,0,0.111515152,0.202985206,0.076949713,0.158513658,0,0.068606712,0.361680004,0.163200672,0.061915245,0,0.20059786,0,0.36435434,0.006983647,0,0.47925024,0.196078431,0.137115143,0.241769394,0.233690708,0,0,0,0.111956063
OTU351,0.119983027,0.074815163,0.10214247,0.143498376,0.137761021,0.113587278,0.086968156,0,0.060255483,0.086632591,0,0.271430143,0.108149373,0.083975499,0,0,0,0.081724672,0.006971313,0,0.101822267,0.1306895,0.077550641,0.099453008,0.11016249,0.138310878,0.065723585,0.076213058,0.075122073,0.115868888,0.053625054,0.128146453,0.104242424,0.157754807,0.11542457,0.154827294,0.1278568,0.062889486,0.027126,0.143810493,0.169693634,0.151695742,0.098332284,0.091643555,0.050887478,0.140836874,0.095236947,0.14022507,0.107570806,0.121250581,0.129839119,0.105250013,0.051708982,0.080169501,0.050013396,0.042247571
OTU352,0.004389623,0.011735712,0,0.002295974,0.01570959,0.003199642,0,0,0.030127742,0.014438765,0,0,0,0,0,0.094221106,0,0.008454276,0.006971313,0,0.017555563,0,0.012408102,0,0.018360415,0.048161824,0.004694542,0.093149293,0,0.036048098,0.004290004,0.004576659,0.004848485,0.011031805,0,0,0,0.005717226,0,0,0.009172629,0,0,0,0.008141996,0.011639411,0.003616593,0.035500018,0.006808279,0.010198647,0.005969615,0.008919493,0,0,0,0
OTU353,0.165342464,0.180436568,0.206806976,0.056251363,0.03141918,0.187179036,0.093658014,0.060246547,0.165100024,0.115510122,0.174499767,0.267762169,0.14631974,0.202529144,0,0.204145729,0,0.076088488,0.083655757,0.122993268,0.261577894,0.103650293,0.046530384,0.061426858,0.050491141,0.212405992,0.059464196,0.06986197,0.018780518,0.175090764,0.045045045,0.138825324,0.363636364,0.239390162,0.08849217,0.254359126,0.149166267,0.420216111,0.031647,0.050091295,0.038983673,0.027088525,0.02753304,0.065115157,0.024425989,0.079147995,0.021699558,0.014200007,0.031318083,0.054392784,0.062680954,0.305046649,0.015512695,0.085895894,0.025006698,0.057034221
OTU354,0,0,0.002522036,0.002295974,0,0.003199642,0,0,0.003615329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005850177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006879472,0,0,0,0,0,0.002411062,0.003550002,0.002723312,0,0,0,0,0,0,0
OTU355,0.005852831,0.01466964,0.029003417,0.063139285,0.01933488,0.047994625,0,0,0.015666426,0.043316296,0,0,0,0,0,0,0,0.008454276,0,0,0,0,0.037224307,0.046801416,0.022950519,0.059276091,0.003129695,0.031755441,0.012520346,0.015449185,0.015015015,0,0,0.009928624,0,0,0.005327367,0.008575839,0,0,0,0.008126558,0,0,0,0.004655764,0.121758629,0,0,0,0.005969615,0,0.053432615,0,0,0
OTU356,0.016095284,0.004400892,0.012610181,0.009183896,0.00241686,0.009598925,0.013379716,0,0.002410219,0.008663259,0,0,0.012723456,0.014819206,0,0,0,0.011272369,0.031370909,0.02589332,0.017555563,0,0,0,0,0.002469837,0.006259389,0.004234059,0,0,0,0,0,0.002206361,0.011542457,0.018431821,0,0,0.009042,0.003231696,0.004586314,0,0.023599748,0,0.02239049,0.018623058,0.002411062,0,0.002723312,0,0.002984807,0.007135594,0.003447265,0,0,0
OTU357,0,0,0.042874617,0.006887922,0,0.012798567,0,0,0.014461316,0.014438765,0,0.00733595,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004939674,0,0,0,0,0,0.022883295,0,0,0,0,0,0,0,0.004847545,0,0,0,0,0,0,0,0.005325003,0.034041394,0.004532732,0,0.003567797,0.003447265,0,0,0
OTU358,0.014632076,0,0.023959345,0.020663766,0.04350348,0.01919785,0,0.0092687,0.020486864,0.005775506,0.023266636,0.029343799,0,0.029638411,0,0,0.03500175,0.008454276,0.006971313,0,0.043888908,0,0.012408102,0.008775265,0,0.013584104,0,0.010585147,0,0.010299457,0.010725011,0.006102212,0,0.003309541,0.011542457,0,0,0.020010291,0,0.003231696,0,0,0,0.021705052,0,0.006983647,0.022905089,0.017750009,0.016339869,0.012465013,0,0.003567797,0.003447265,0,0,0
OTU359,0.182900955,0.096819622,0.186630686,0.144646363,0.160721191,0.076791399,0.040139149,0.078783947,0.121716076,0.144387652,0.081433225,0.124711147,0.057255551,0.093854969,0.07204611,0.047110553,0.03500175,0.188812174,0.247481613,0.058259969,0.145711176,0.085624155,0.062040512,0.073127212,0.041310934,0.174123517,0.046945418,0.019053264,0.125203456,0.079820789,0.051480051,0.067124333,0.223030303,0.076119452,0.042322342,0.147454566,0.07191945,0.185809845,0.04521,0.058170537,0.04127683,0.046050493,0.047199497,0.055468467,0.142484937,0.303788628,0.28450531,0.047925024,0.216503268,0.186975195,0.128346715,0.107033912,0.070668942,0.028631965,0.051799589,0.031685678
OTU360,0,0,0.007566109,0.003443961,0,0,0,0,0.012051097,0,0,0,0,0,0,0,0,0,0,0,0.005266669,0,0,0,0,0,0.023472709,0.004234059,0,0,0.012870013,0,0,0.006619083,0,0,0,0,0,0,0,0.008126558,0,0,0,0.004655764,0.003616593,0.014200007,0.005446623,0,0,0,0.049985349,0,0,0.008449514
OTU361,0.02487453,0.002933928,0.026481381,0.009183896,0.00966744,0.011198746,0,0.032440449,0.056640154,0.03754079,0,0.011003925,0.08906419,0,0.162103746,0,0,0.008454276,0.031370909,0.02589332,0.036866683,0,0.065142538,0,0.045901037,0.039517394,0.015648473,0.0359895,0.056341555,0.007724593,0.019305019,0.016781083,0.043636364,0.028682692,0,0.047922734,0.026636833,0.022868904,0,0,0.050449459,0.067721313,0,0.036175087,0.008141996,0.016295175,0.008438717,0.07987504,0.031318083,0.002266366,0.032832881,0.032110174,0.067221676,0,0.003572385,0.052809463
OTU362,0.035116983,0,0.017654254,0.020663766,0.07492266,0.036795879,0.013379716,0.101955696,0.009640877,0.179040688,0,0,0.019085184,0.088915234,0,0,0,0.019726645,0,0,0.012288894,0,0.058938487,0.201831105,0.11016249,0.037047557,0.006259389,0,0.062601728,0.046347555,0.049335049,0.025934401,0.041212121,0,0,0.033177277,0.034627883,0,0,0.048475447,0.009172629,0,0,0.007235017,0,0.004655764,0.042193584,0.044375022,0.014978214,0.002266366,0.041787303,0.014271188,0.006894531,0.011452786,0.035723855,0
OTU363,0.027800945,0.038141063,0.039091563,0.006887922,0.01691802,0.076791399,0.013379716,0,0.021691974,0,0,0.022007849,0,0.039517882,0,0,0,0.011272369,0,0,0.035111127,0.013519603,0,0,0,0.022228534,0.028167251,0.010585147,0,0.005149728,0,0,0,0.005515902,0,0.018431821,0,0.020010291,0,0.017774331,0.016052101,0,0.007866583,0,0,0.011639411,0,0,0,0.026063209,0.002984807,0.003567797,0,0,0,0.004224757
OTU364,0.016095284,0.005867856,0.006305091,0.006887922,0.00241686,0.007999104,0,0.032440449,0,0,0,0.0146719,0,0.00987947,0,0,0,0,0.031370909,0.032366649,0,0,0,0.014625442,0,0.051866579,0.092325989,0.03387247,0.012520346,0,0.057915058,0,0,0.015444527,0,0,0.02397315,0.034303356,0,0,0,0,0,0,0,0.006983647,0,0,0,0,0,0,0.013789062,0.011452786,0.008930964,0.010561893
OTU365,0.043896229,0,0.031525454,0.043623506,0.04108662,0.035196058,0.026759433,0.041709148,0.084357677,0.09529585,0,0.051351649,0,0,0,0,0,0,0,0.01941999,0,0.031545741,0.080652666,0.023400708,0,0.023463453,0.082936905,0.006351088,0.018780518,0.041197827,0.075075075,0.016781083,0.007272727,0.035301775,0.042322342,0.036863641,0.05593735,0.008575839,0,0.021006027,0.006879472,0.04334164,0.019666457,0.012058362,0,0.01047547,0.006027655,0.007100004,0.029956427,0.014731379,0.059696147,0.032110174,0.087905269,0.045811144,0.035723855,0.033798057
OTU366,0.070233967,0.071881235,0.037830544,0.051659415,0.07008894,0.063992833,0.033449291,0.018537399,0.021691974,0.011551012,0,0.029343799,0.038170367,0,0,0,0,0.033817106,0.006971313,0.01294666,0.005266669,0.013519603,0.043428359,0.008775265,0.041310934,0.054336417,0.084501753,0.027521382,0.025040691,0.007724593,0.053625054,0.070175439,0.029090909,0.025373151,0.019237428,0.007372728,0.005327367,0.020010291,0.072336001,0.014542634,0.038983673,0.027088525,0.019666457,0.065115157,0.018319492,0.050049467,0.040988053,0.014200007,0.051742919,0.013598196,0.046264514,0.128440694,0.049985349,0,0.014289542,0.033798057
