,ITS_1,ITS_2,ITS_3,ITS_4,ITS_5,ITS_6,ITS_7,ITS_9,ITS_10,ITS_11,ITS_13,ITS_14,ITS_15,ITS_16,ITS_17,ITS_18,ITS_19,ITS_20,ITS_21,ITS_22,ITS_23,ITS_24,ITS_25,ITS_26,ITS_27,ITS_28,ITS_29,ITS_30,ITS_31,ITS_32,ITS_33,ITS_34,ITS_35,ITS_36,ITS_37,ITS_38,ITS_39,ITS_40,ITS_41,ITS_42,ITS_43,ITS_44,ITS_45,ITS_46,ITS_47,ITS_48,ITS_49,ITS_50,ITS_51,ITS_52,ITS_53,ITS_54,ITS_55,ITS_56,ITS_57,ITS_58,ITS_59,ITS_60
OTU183,0,0,0,0,0,0,0,0,0,0,0.000127089,0,0,0,0,0.002299865,0,0,0,0,2.55E-05,0,2.83E-05,0,0,0,0.000336908,0.003594079,0.000103669,0,0,0,0.000533513,0.009652038,0,3.66E-05,0,0,0.000357028,0,0,0,0,0,0.003352448,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000140671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU185,0,0,0,0,0,0,0,0,0,0,0,0,0,3.93E-05,0,0,0,0,0,0.00026202,0,0,0,6.78E-05,0,0,0,6.18E-05,0,0,0,0,0,0,0,0,0,0,3.46E-05,0,0,0,0,0,0,0,0.000165791,0.000281566,0,0,0,0.000231856,0,0,0,0,0.000303082,0.000107713
OTU186,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000366679,0,0,0.000164758,0,0,0.000115597,1.27E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.76E-05,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000543478,0,5.39E-05,0.000171834,0,0.003217011,0.002687739,0.000384998,0.002864293,0.00299474,0.002995066,0.003094124,0,0.000369826,0.002759,0.00231657,0.004438451,0,0.006572054,0,0.001458736,0,0,0,0,0,0,0,0.000916877,0,0,7.28E-05,0,0,0.000408798,0,0,0,0,0.000230342,0
OTU188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000475115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU189,0,0.000657224,0,0.000156665,0,0,8.92E-05,6.35E-05,0,0,0,0,0,0,0,0,0,0,0,6.94E-05,0,0,0.000367928,0,0.000132758,0.000347187,0,0,0,0,4.00E-05,0.000658492,0,0,0,0,0,0,0,0,0,0,0,0.000241972,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000167465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000175048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU192,0.001192101,0.001164225,0.001203405,0.000513512,0.000362295,0.000741039,0.000753206,0.000434074,0.000131235,4.98E-05,7.94E-05,0,0,0,0,0,0.000782602,0.000186335,9.85E-05,0,0,0.000403949,0,0.001017441,3.98E-05,0.000122962,0,0,0,0,4.00E-05,0,0,0,0,0.000146534,0,0.001145108,0.000149721,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000594421,0.000901656,0,0,0.000739519,0
OTU193,0.017387417,0.020549188,0.012358497,0.007563427,0.006825642,0.022372312,0.014915463,0.006479344,0.015354475,0.011710915,0.029103387,0.006427583,0.009287926,0.019525674,0.017172571,0.038262815,0.018082214,0.01242236,0.01582323,0.01357881,0.013893132,0.013793161,0.001075482,0.001814436,0.003332227,0.000658209,0.000224606,0.000358173,0.000773531,0,0.004927684,0.001617057,0.000182518,0,0.016963867,0.009964319,0.019300603,0.014900988,0.006484083,0.012410715,0,6.50E-05,0.000724454,0.002460049,0,0,0.000232108,0,0,0,0.000190173,0,0.000566645,0.007236367,0.001101829,0.000213301,0.000921368,0.001071465
OTU194,0.000156855,0.000525779,5.90E-05,0.003899212,0.004289575,0.000127035,0.001783909,0.000963432,0.000253096,0.001407801,0.000571901,0.000212834,0.000120819,0.000104766,0,0.00037806,0.009350029,0.006304348,0.009325157,0.000755235,0.001960185,0.00387959,0.001424542,0.015007249,0.000756721,0.000998163,0.000683175,0.000741047,0.000940996,0.005482862,9.00E-05,0.003200774,0.001586499,0.007878781,0.001718959,0.001992864,0.001301004,0.001247219,0.000875294,0.000461729,0,0.001007333,0.000618951,0.002419721,0.001032201,0,0.001167171,0.002693647,0.000400302,0,0.000668174,0,0.001438833,0.003560385,0.000791454,0.002148244,0,0.000385501
OTU195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.63E-05,0,0,0,0,0,0,0,0,0,0
OTU196,0,0,0,0,0,0,0,6.35E-05,0,0,0,0,0,0,0,0,0,0,0,0.000107891,0.000407311,0,0,0,0,0,0,0,0,0,8.00E-05,0,0,0,0,0,0,0,0,0,0,0,0.000105503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU197,0.000831333,0,4.13E-05,0.00055703,0.002195509,0.002477187,0.001020792,0.000402312,0.000149983,0.000161959,0.000587787,4.26E-05,0,0.000157148,0,0.000173277,0.000288327,0.001490683,0.000520408,0.000115597,0.003264854,0.000883638,0.000660384,0.000110223,0.000371723,0.000144661,9.36E-05,0.002964189,0.000103669,0,0.001259408,0.000375091,9.83E-05,0.000817609,0,0,0,0,0,0.002931279,0,0,0,0,0.002126158,0,0.001273277,0.005265282,0.0049037,0.000287491,0.000663035,0.001409439,0.000355542,0.00373378,0.012244265,0,0,0.000198419
OTU198,7.84E-05,0,0.00018287,0.000304626,0.000224623,0.00022584,0,7.41E-05,0.000271844,0,0,5.32E-05,0.000166126,0.000550019,0,9.45E-05,0,0,0,5.39E-05,2.55E-05,3.37E-05,0.000150945,0.005867241,0,0.000202526,0.000570872,0.000351997,0,0,0,0,0.000224637,0.00012742,0.000659802,0,0,0,6.91E-05,0,0,0,0,0,0.000149978,0,0.000112738,7.51E-05,0.000154662,0.000175927,0.000113076,0.000646756,0,0.000231194,0.000900085,0,0.000436438,0
OTU199,0,0,0,0,0,0.000134093,0,0,0,0,0,0,0,0,0,7.88E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.17E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU200,0,0,0.000294952,0,0,0.000543428,0.000911776,6.35E-05,0.000328087,0,0,0.0001277,0,0,0,0,0,0,0,8.48E-05,0.000140013,0,0,0.000110223,0,0,0,6.79E-05,0,0,0,0,0,4.25E-05,0.000156269,9.52E-05,2.86E-05,0,0,0,0,0,0,0,3.53E-05,4.75E-05,0,0,0,0,0,0,0,0,0,0,0,0
OTU201,0,0,0,0,0,0.000550486,0.000227944,0,3.75E-05,0.000249168,0,0,0,0,0,9.45E-05,0,0,0,0,0,0,0,0,0,5.06E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000133637,0,0,0,0,0,3.64E-05,0,0,0,0,0,0,0,0,0
OTU202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.29E-05,0,0,0,0,0,0,0,0,0,0,0
OTU203,0.000384296,9.39E-05,0.00024776,0.001801645,0.001166591,0.000578716,0.000138748,0.000402312,0.012439187,0.007039007,0,0,0.000226535,7.86E-05,0,0,0,6.21E-05,0.000281302,0.000986429,0,0.000159896,0.001386806,0.000585028,9.29E-05,0.000108496,0,0.000339647,0.001786298,0.011076012,0,0,0.000308876,0,0,0.000505543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00E-04,0,0,0.00025139,0,0.000566913
OTU204,0.010485781,0.013814212,0.007409199,0.011332086,0.005282264,0.008024391,0.00571842,0.006627565,0.003196505,0.003463441,0.009960602,0.019144408,0.015600695,0.011655164,0.004843926,0.004709997,0.010626905,0.003121118,0.009536133,0.00566426,0.012467542,0.005697358,0.005377409,0.005070246,0.009983405,0.011985187,0.007346473,0.007626611,0.005159531,0.001158018,0.004507881,0.005101233,0.010263106,0.005563991,0.005573594,0.00326771,0.011022789,0.006484082,0.004894734,0.01170413,0.004450827,0.016756388,0.006140277,0.015153501,0.01727393,0.016863739,0.004012149,0.004664608,0.002056097,0.006599414,0.003875411,0.006516367,0.008049687,0.003456348,0.009419859,0.005454407,0.002576195,0.002278989
OTU205,0,0,0,0,0.000144918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.76E-05,0,0.000161836,0.000566417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.97E-05,0,0,0,0.000143914,0.001128771,0,0,0,0,0,0
OTU207,0,0,0.001067727,0.000139258,5.07E-05,0,5.95E-05,0,0,0.000112126,0,6.39E-05,0,0.000196435,0,0.000110267,0,0.000854037,0,4.62E-05,0.000241841,0.001868262,0,0,0,0.000122962,1.87E-05,0.000222314,3.19E-05,0,0,0,0,0,0.000208359,0.000981778,0,0.000269866,4.61E-05,0,0,0,9.14E-05,9.07E-05,0,0,0,0.000197096,0.000200151,0,0.00052426,0.00116538,0.000227769,0,0,0,0.000800136,0
OTU208,0,0,0,0,0,0,0.000128838,0.000179982,0,0,0,0,0,0,0,0,0,0,0,0,0,8.42E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001021274,0,0,0,0,0,0,0,0,0,0,0
OTU209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.17E-05,0,0,0,0,0,0,1.87E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.81E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU210,0,0,0,0,0,0,0.000673921,0,8.44E-05,0,0,0,0.000407763,0.000157148,0,0,0,0.000186335,0.000872036,0.00201139,8.27E-05,0,0.000245285,0,7.97E-05,0,0,0,0.000279109,0,0.000229892,0,0,0,0,0,0,0.001947413,0.000829226,0,0,0,0.002581308,0.001703887,0.000696956,0,0,0.000337879,0,0,0,0.000689466,0,0.000104037,0,0.001112211,0.000484931,0
OTU211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.21E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU212,0.002250874,0,0,0.002985334,0.000275344,5.65E-05,2.97E-05,0,0.004386993,0.000161959,0.000619559,6.39E-05,0.000120819,0.001100038,0,0.000267792,0.000617843,0,0,0.001325514,0.004314953,0,0,0,0.000146034,0,0,0.001383288,0,0,0,0,0,0.00012742,0,3.66E-05,0.000864953,0.001575435,0.000161238,0.00199383,0,0,0,2.02E-05,0.000229378,0,0.003043928,0.003040912,0.000700529,0.000738036,0,0.001360627,0,0.000144496,0.000527636,0,0.000515239,0
OTU213,0,0,0,0.001018321,0.00072459,9.17E-05,0,0,0,3.74E-05,0.000619559,0.000297967,0,0,0,0,0,0.000434783,0,0.000138717,0.000159106,0.004056317,0.001226427,0.000466327,0.000225689,0.003406773,0.012596627,0.000623715,0.002025534,0,0.000329845,0.002458928,0.001811136,0.003875681,0,0.000901185,0.000593315,0,0.000345511,0,0,0.000444093,0,0.000796491,0,0,0,0,0,0,0,0,0,0.000179175,0.01269948,0.000312333,0.004049172,0
OTU214,0.210578326,0.152275558,0.252602953,0.158422908,0.190639741,0.162096928,0.1003548,0.186651703,0.12782272,0.246626883,0.15706615,0.372416729,0.277807143,0.159557889,0.212531897,0.228048896,0.19313782,0.14568323,0.089425863,0.194403557,0.076485413,0.108359211,0.153746733,0.093765633,0.399761036,0.229317054,0.146536395,0.134821191,0.185775006,0.245058728,0.22059632,0.233047987,0.188330104,0.144748718,0.161148056,0.203447947,0.333664541,0.230553226,0.241880499,0.211541825,0.144056058,0.104740964,0.079464889,0.140495035,0.073109837,0.119574298,0.075912515,0.118191972,0.112184648,0.212661606,0.096582031,0.14104152,0.196481248,0.163783487,0.228637198,0.255900053,0.162239653,0.285009694
OTU215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.62E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000309722,0,0,0.000241571,0.000109826,0,0,0,0,0,0
OTU217,0.00657224,0.014052065,0.008335349,0.018033857,0.002796919,0.00456621,0.002715506,0.001884515,0.003196505,0.003226731,0.000333609,0.002617857,0.002884543,0.001545291,0.013552608,0.001401972,0.01013263,0.008090062,0.010478494,0.002905341,0.007859834,0.004258291,0.001518882,0.022587182,0.00139396,0.003153616,0.001179179,0.00062989,0.000861251,0.008799363,0.004018111,0.002158855,0.001642659,0.00194315,0.000954977,0.000652077,0.00289509,0.00154626,0.000195789,0.000797532,0.001079606,0.001018164,0.000675219,0,0.002258491,0.001745461,0.020830018,0.000825927,0.00106444,0.003166689,0.00287315,0.008944751,0.006094207,0.011507673,0.001934666,0.002346309,0.004540164,0.004110117
OTU218,0.002941038,0.00403723,0.004123432,0.015727403,0.006347412,0.001051569,0.00391469,0.003440828,0.008005324,0.09201789,0.000238292,9.58E-05,0.004893151,0.000825028,0,6.30E-05,0.002636131,0.002608696,0.002447326,0.003375436,0.012422993,0.0027519,0.003877395,0.019441595,0.002801195,0.004376004,0.001029442,0.006867038,0.001451367,0.018583436,0.001249413,0.00324245,0.002850083,0.004778237,0.011355547,0.007920168,0.000807766,0.005776595,0.001474179,0.001888891,0.001324045,0.002014666,0.004072417,0.001552654,0.004772828,0.000916877,0.000311688,1.88E-05,0,0,0.000632196,0.000317276,0.007877471,0.001797532,0.001738096,0.004227927,0.004722013,0.001700738
OTU219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000140651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU220,0.001043088,0.003880748,0.000348044,0.00065277,0.00015941,0.00139033,0.000227944,0,0.000290591,0,0.001652157,0.000776844,0.005316016,0.000458349,0.004487864,0.000236287,0.002883269,9.32E-05,0.000815775,0.003945716,0.00442951,0.000648001,0.000811328,5.94E-05,0.005084633,0,0,0,0.000534295,0,0.008396054,0.000575139,0,0,0.000138906,0.002842762,0,0.011115568,0.001589349,0.004757208,0.017915343,0.013019508,0.000569716,0,0.00691663,0.000427876,0,0,0.000855191,0.001347345,0.003628701,0.01459471,0,0.000479727,0,0.007701684,0.002036709,0
OTU221,8.63E-05,0,0,0.006997694,0,0,4.96E-05,2.12E-05,0,0.000485878,0,0,0,0,0,0,0,0,0,4.62E-05,0,0,0.000754724,0.014371349,0,0.002582204,0,0.000339647,0,0.013974996,0.001299389,0.002408915,0.000210597,0,0,0,0,0,0.001071083,0,0.000560173,0,0,0,0,0.001609628,0,0.00132336,0,0,0,0,0.000538868,0,0,0.000205683,0,0
OTU222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.24E-05,6.64E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU223,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000628593,0,9.45E-05,0,0,0.000703255,2.31E-05,0.000152742,0.000883638,0.000169813,0.001831393,0,0,0,0,0.000223287,0,0,0.000408432,0.000112319,0,0,0,0,0,0,0,0.000437953,0,0,0,0.018720776,0,3.32E-05,0.003341248,0.000836995,0,0.000215872,0,0,0,0,0.00043422,0,0.000243772
OTU224,0.000674478,0.000701038,0.000725582,0.000443884,0.000557935,0.001397387,0.000852312,0.000275266,0.000243722,0.000348836,0.00020652,0.000468235,0.000437967,0.000288105,0,0.000960902,0.000782602,0.002732919,0.001631551,0.001918912,0.004868642,0.004283538,0.000150945,0.000678294,0.000225689,0.000311022,0.000140378,0.000172911,3.99E-05,0,0,0,0.000365035,0,0,0.000813264,0.00065765,0.000663725,0.000138204,0,0.000794427,0.004570909,0.000745555,0.000322629,0.000891045,0.000923668,0.000450952,0.000403578,0.000200151,0.000227418,0.000555099,0.001055554,0.000388874,0.000525966,0,0.000479927,6.67E-05,0
OTU225,0,0,6.49E-05,0,0,0,0,0,0,0,0,0,0,0,0,4.73E-05,0,0,0,7.71E-05,9.55E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001284951,0,0,0,0,0,0,0
OTU226,0,0,0,8.70E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU227,0.000501937,3.13E-05,0.000642996,0.000626659,0.004195379,0.000755154,0.000128838,0,0.0004312,0.000311461,6.35E-05,0,0,0,0,0,0,0.000481366,0.000295367,9.25E-05,0.000356397,0.00120343,0.000339626,0.00057655,6.64E-05,0.000578645,0,0.001068343,0.000167465,0,0.00099953,0.000758517,0,0.001645837,0.000781345,0.00055683,0,0,0,0,0,0,0.003073655,0,0.00074989,0,0.00015916,0.001389058,0.000382106,0.010285302,0.00129009,0.000939626,0.002616565,0.000450828,0.019077671,0.000266626,0.001776059,0.000209758
OTU228,0,0,0,0,0.000521705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU229,0,0,0,0,2.17E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.48E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU230,0.122653052,0.071155399,0.06798058,0.051751599,0.107565449,0.054272265,0.053269509,0.046445889,0.0523252,0.047553789,0.038237911,0.022645525,0.029298497,0.017102971,0.052066643,0.014744337,0.088928248,0.041319876,0.064375932,0.038085403,0.043836872,0.133454518,0.016924688,0.01582968,0.035340192,0.066370593,0.0131675,0.037015309,0.025606265,0.07845377,0.045918418,0.028690267,0.014081936,0.037790543,0.023127811,0.019840717,0.020072627,0.015841873,0.014545999,0.028158471,0.064155056,0.052337987,0.084332095,0.078620759,0.025990296,0.107960527,0.033463314,0.028334913,0.010025747,0.087169761,0.01354338,0.028323012,0.054053453,0.04830795,0.038036366,0.058962444,0.039285455,0.04611268
OTU231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000699543,0,0.028522624,0,0.017489734,0,0.000335581,0,0,0,0,0,0
OTU232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.88E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000159275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73E-05,0,0,0,0
OTU233,0,0,0,0,0,0,6.94E-05,0,0.000628052,0,0,0,0,0.00018334,0,0.000141772,0,0,0,0.000339085,0,3.37E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.40E-05,6.11E-05,0,2.81E-05,0.000191561,7.06E-05,0,3.32E-05,0,0,0,0,3.05E-05,0,0,0,0,0,6.80E-05
OTU234,0,0,0,0,0,0,0,0,0,0,0,0,4.53E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.09E-05,0,0,0,4.41E-05,0,0,0,0,0,0,0,1.00E-04,0,0,0,0,0
OTU235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000136467,0,0,0,0,0,0,0,0,0
OTU236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000432412,0,0.00044845,0,0,0,0.00315107,0,0,0,0,0,0,0,0,0,0,0,0.000194968,0.000260241,0.000161315,0.000432289,0,0,0,0,0,0.000344367,0.000176943,0,0.003196255,0,0,0.00248527,0
OTU237,0,0,0,0,0,0,0.000218033,0.000105872,0,0,0.000603673,0,0,0,0,0,0,0.000248447,0,0,0,0,0,0,0,0,0,0.000419927,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000812365,0,0,0,0.002010337,0.001173802,0.000300337,0.000318422,0.000158764,0.000210732,0.000286769,0,0,0,0,0,0
OTU238,0,0.001821448,0.000477823,0.00099221,0.00541269,0.002166656,0.000406335,0.000846973,0.001762296,0.000323919,0,0,0,0.000222627,0,0,0.004160145,0.000869565,0.002081634,0.000138717,0.000967364,0.000950962,0.001981151,0.004247815,0.001832061,0.00018806,9.36E-05,0.004211618,0.000925047,0,0.002578788,0.001041918,0.000547553,0.00175202,0,0.000659403,0.001558345,0,0.000264892,0.002301649,0,0,0,0,0.009589766,0,0,1.88E-05,0,0,0,0.00016474,0.001288839,0.002560472,0.002570933,0.000563724,0.00129719,0.000340148
OTU239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.50E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.02E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.55E-05,0,0,0,0,0,0,0,0,0
OTU242,0,0,0.000176971,0,0.00012318,0,4.96E-05,0,0,0.000124584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000177813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU243,0,0,0,0,0,0,0,0,0,0,0,5.32E-05,0,0,0,0,0.000453085,0,0,0,0,0,0,0,0,2.89E-05,0,0,0,0,0,0,0,0,0,0,4.29E-05,0,0,0,2.04E-05,0,0,0.001330846,0,2.04E-05,0,0,0,2.57E-05,0.000226151,9.76E-05,0,0,0,0,0,1.13E-05
OTU244,0,0,0,0,0,0,0,0,0,0,0,8.51E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00065095,0,0,0,0,0,0,0,0,0,0,0,0,0.002051477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU246,0,0.000181519,2.95E-05,0,0,7.76E-05,3.96E-05,0,7.50E-05,0,0,0,0,0,0,0,0,0,0,0,4.45E-05,1.68E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000109901,0,0,0,0,9.17E-05,0,0.000154738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000281566,0,0,0,0,0,0,0,0,0,0
OTU248,0,0,0,0,0,0,0,0,0,0.000112126,0,0,0,0,0,0,0,0,0,0,0,0,0.000160379,0,0,0,0,0,0.000239236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU249,0,0,0,0,0,0,0,0,0,0,0,8.51E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000123355,0,0,0,0,0,0,0
OTU251,0,0,0,0.000261108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000108696,0.000168781,0,0.000814622,0,0,0.001000483,0,0,0,0,0,0,0.00033984,0,0,0,0,0,0,0,0,0,9.17E-05,0,0,0,0.000802823,0.000679168,0,0,0,0,0,0,0.003233208,0,0,0.000342805,0.000187911,0.000470538
OTU253,0,0,0.00037164,0,8.70E-05,0,0,0,0,0.000112126,0,0,0,0,0,0,0,0.000263975,0.000126586,0,0,0,0,0,0.000119482,0.000209759,0.00045857,0,0.000239236,0,0.00014993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000244024,0,0,3.08E-05,0.00174502,0.001749932,0,0,0.000487545,0.000212157,0
OTU254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000124224,0.000112521,0,0,0,0,0,0,0.000115729,5.62E-05,0,0,0,0,0,0.000322916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0022657,0,0,0,0
OTU255,0.000235283,0,0.005421221,0.000461291,0.000268098,0.000395221,0.000109017,8.47E-05,0,0,0.000142975,0,0,0,0,0,0.000123569,0.000636646,8.44E-05,2.31E-05,0,0.000875222,0.001518882,0,0.000146034,0.000130195,9.36E-05,0,0.001618833,0,0,0.000800193,0,0,0.004219263,0.000776631,0.000514683,0,0,0.000454733,0.000325919,0,0.000316509,0.000342794,0.000352889,0.000638418,0,0.000150168,3.64E-05,0.000437672,0.000729852,3.05E-05,0,0,0.001194941,0,0.000412191,0.000459199
OTU256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00025699,0,0,0,0,0,0,0
