,ITS_1,ITS_2,ITS_3,ITS_4,ITS_5,ITS_6,ITS_7,ITS_9,ITS_10,ITS_11,ITS_13,ITS_14,ITS_15,ITS_16,ITS_17,ITS_18,ITS_19,ITS_20,ITS_21,ITS_22,ITS_23,ITS_24,ITS_25,ITS_26,ITS_27,ITS_28,ITS_29,ITS_30,ITS_31,ITS_32,ITS_33,ITS_34,ITS_35,ITS_36,ITS_37,ITS_38,ITS_39,ITS_40,ITS_41,ITS_42,ITS_43,ITS_44,ITS_45,ITS_46,ITS_47,ITS_48,ITS_49,ITS_50,ITS_51,ITS_52,ITS_53,ITS_54,ITS_55,ITS_56,ITS_57,ITS_58,ITS_59,ITS_60
OTU762,0,0,8.26E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000117818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000169542,0,0,0,0.000110223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU764,3.14E-05,0.000169,5.90E-05,0.000226294,2.90E-05,0.000190553,0.000574815,0.000127046,2.81E-05,8.72E-05,0.000301836,0,0,0,0,0.000173277,0,0.000108696,0.000337562,0,0,0.000361871,2.83E-05,7.63E-05,0.000132758,2.89E-05,5.62E-05,1.85E-05,0,0,4.00E-05,0,0,3.19E-05,0,0.000197821,0,0.000109405,0.000932879,0.000181893,0,0,0.000323543,6.05E-05,0,0,0,0.000244024,0,0,2.06E-05,0,0,1.16E-05,0,0.000121886,0,6.80E-05
OTU765,3.92E-05,0,1.77E-05,0.001201097,0,4.23E-05,0,0,0.003224627,0,4.77E-05,0,0,0,0,0,0.000164758,0,5.63E-05,9.25E-05,0,5.89E-05,0,0,0,0,0,0,4.78E-05,0,7.00E-05,0,0,0,0,5.86E-05,0,0,0,0,0,0,0,0,0,0,0.006850496,0.000103241,0,0.000120145,0,0,9.44E-05,0,0,0.000175211,7.27E-05,0
OTU766,0,0,0,0,0,0,0,0,0,0,0,0,0,2.62E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.44E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000112626,0,0,0,0,0,0,0,0,0,0
OTU769,0.001097988,0.001251854,0.001197506,0.004029766,0.000927476,0.001792608,0,0.000116459,0.000881148,0.000772422,0.000174747,0.00081941,4.53E-05,0.000432158,0,0.000472575,0.000164758,0.003167702,5.63E-05,0.000470095,1.91E-05,0.000244052,0.000575477,0.000339147,6.64E-05,0.001309185,0,0.002007003,0.000837327,0,0,0.001550375,9.83E-05,0.002325409,0.000954977,0,0,0,0,0,0.000356474,0,0,0,0.000555801,0,0,4.69E-05,3.64E-05,0,0,0,0.000794414,0,0,3.81E-05,0,0
OTU770,0.004854674,0.006716198,0.009261499,0.006144741,0.004767805,0.006838729,0.006065291,0.002064497,0.004630715,0.002815603,0.002764186,0.001926147,0.001011855,0.000969081,0.003330663,0,0.00185353,0.005124224,0.002348871,0.004015074,0.001788351,0.006564165,0.00398117,0.002797962,0.0024693,0.007688747,0.000898422,0.005557854,0.003748036,0,0.00231891,0.009185553,0.001446101,0.006721386,0.000138906,0.00057881,0.001193778,0.00055432,0.000760123,0.002133747,0.000662022,0.000379104,0.000225073,0.001774462,0.000485223,0.000536543,0.000311688,2.82E-05,0.000209249,3.00E-05,0.002318051,0.000195247,0.000699973,0.002780106,0.002095026,0.001531195,0.000884999,0.005708811
OTU771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00016894,0,0,0,0,0,0,0,0,0,0
OTU772,0.00079212,0.000319223,0.000766876,0.000391662,0.000369541,0.000938649,0.002001942,0.002646791,0.000609305,0.000573087,0.000397153,0.000532085,0.000724911,0.000379775,0.000333808,0,0.001194497,0.000838509,0.001870657,6.17E-05,0,0.000892053,0.000481137,0.001102227,0,0.000983697,0.000168454,0.000426102,0.000598091,0,0.001389347,0.002742329,0.000196557,0.00062648,0.000347264,0,0,0.001035703,0.00023034,0.000699589,0.000213884,0,0,0.001219943,0.002761359,0,0,0.000234638,0,0,0.000483141,0.000591842,0.001533274,0.000323671,0.000362103,0.000502781,0.001212327,0.003424153
OTU773,0.000415667,0,0,0,7.25E-05,0,0.000436067,0,0,7.48E-05,4.77E-05,0,0,0.001060751,0,3.15E-05,0,0.000698758,0.001054882,0.000223488,0.002450232,0.002053405,0.000188681,0.000491763,0,0.000752239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001179614,0.00280547,0,0,0,0.000272933,0,0,0,8.89E-05,0,0,0,8.49E-05,0.000498883
OTU774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000470954,0,0,0.001220929,0,0,0,0,0,0,0.00014993,0.000333414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU775,0,0,0,0,0,0,0,0.000402312,0,0,0,0,0.000166126,0.000327392,0,0,0,0,0,6.94E-05,0,0,0,0,0.000451377,0.000151894,0,0,0,0,0,0,0,0,0,0,0,0.000590788,0,0,0,0,0.000731488,0,0,0,0,0,0,0,0.000226151,0,0,0,0,0,0,0
OTU776,0.001082302,0,0,0.002123678,0.001159345,0.001679688,0.000664011,0.001154001,0.000721792,8.72E-05,0.001397979,0.005597531,0.004183342,0,0,0,0.000288327,0.004052795,0.002377001,0.000932484,0.001247391,0.00021039,0.000726422,0.000144137,0.000531032,0.000701607,0.000870346,0,0.000334931,0,0,0.000166707,0.000814309,0.0007539,0.001962044,0.008550265,0.008134847,0.001896357,0.000103653,0.0005107,0,0.000920681,0.003094756,0.001038463,0,0.006024219,0.001180434,0.000563132,0.007532957,0.000420509,0.001541941,0.001891455,0.001761043,0.001317805,0,0.00043422,0.000642533,0.002426386
OTU777,0,0,0,0.00053092,0,0,0,0,0,0,0.002112855,0.001042886,0,0,0,0.000267792,0,0,0,3.85E-05,0,0,4.72E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000584766,0.000485223,0.000563709,0,0,0,0.001857962,0,0,0,0,0,0,0,0
OTU778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001965697,0.000964007,0.000534549,0.004264758,0.005408028,0.00173867,0,0,0,0.001149963,0,0,0,0,0,0,0,0
OTU779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001119121,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU780,0,0,0,0,0,0,0,0,0,0,0.006465654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00197134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000430242,0.000204782,0,0,0,0,0,0,0.000103775,0.000525678,0,0,3.74E-05,0,0,0,0,0,0,0,0.000520897,0.000278415,0.000228748,0.000525145,0.00011517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000563732,7.37E-05
OTU783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.21E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU784,0.000337239,0,0.000878958,0,0.000239115,3.53E-05,0.00245783,2.12E-05,0.001021757,0.00054817,0.000190634,0,0.002144529,0.000130957,0.002462762,0.00031505,0,0.000745342,0.000295367,0.000485508,0.000642788,8.42E-05,0,0.001873786,0,0,0.000224606,0.000456979,0.000223287,0.003962471,0,0,0.000126358,5.31E-05,0.000156269,0.003077216,0.001293855,0.001502498,0.000322477,0.00015391,5.09E-05,0,0.000154738,0.000221808,0,0,0.000139265,0,0,0,0,0,0,0,0,0,0.000878937,0
OTU785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000139752,0,0,0.003385775,6.73E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.97E-05,0,4.55E-05,0,0,0,0,0,0,0,0,0
OTU786,0,0,0,0.000139258,0,0,0,0,0,0,0,4.26E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000368886,0,0,0.000191389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU787,0,0,0,0,0.00012318,0,0.000396424,0,0,0,3.18E-05,0,0,0,0,0.00220535,0,6.21E-05,0,0.000863125,0.000547324,0,0.001207559,0.003467777,0,0.000933065,0.013794523,0.000314945,0.000948971,0,0.000179915,1.67E-05,0.00154438,0.000191129,0,0.000271088,0,8.75E-05,0.002890773,0,0,0,0,0,0,0,0,0.000891625,0.000509475,0,1.54E-05,0,7.22E-05,0,0.000134496,0,0.000515239,9.07E-05
OTU788,0,0,0,0,0,0,0,0,0,0,0,3.19E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.99E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU789,0.000243126,0,0,0,0.001311509,0,0,0.000201156,2.81E-05,0,0.000111203,0,0.000120819,0.000929794,0,0.000220535,0,0.000310559,0.000436018,0,0.000400947,8.42E-05,0.000358494,0.000373062,0.001088616,0,0.001600314,0,0.000685811,0,0.00974542,0.000658492,0.001291663,0,0.000434081,0.000139207,0.011723329,0.001028409,0.00023034,0.002322637,0,0,0,0,0.000970446,0,0.002984243,0.008456362,0.005995433,0,0.001608758,0.031526282,0.002361019,0.00075138,0.000382795,0.002681496,0.002703489,0.001269884
OTU790,0.000462723,0,0.000530914,0.000322033,0.001159345,0.000486968,0.000208123,0,0.000403078,0.000124584,0,0,0,0,0,0,0,3.11E-05,0,4.62E-05,0,0.000143065,0.001566053,6.78E-05,0.000305344,0.002307347,0.001918506,0.003347063,0.001874018,0,0.000419803,0.002558952,0.00456294,0.003705788,0,0,0,0,0,0,0.000346289,0,0,0,0,0.000264875,0,0,9.10E-05,0,0,0,0,0,2.07E-05,0,0.00026065,0
OTU791,0.000196069,0.00094515,0.000843563,0.000409069,0.001173836,0.001602055,0.000178391,0.002149194,0.001162366,0.006690172,0.000746648,0.009119932,0.000271842,0.000510732,0.003479022,0.00031505,0.007867205,0.003074534,0.006329292,0.000870832,0.001584695,0.001632626,0.002688705,0.007130563,0.002217059,0.011630767,0.002405151,0.003019767,0.003397156,0.009784073,0.001969075,0.001050254,0.00233061,0.005521518,0.001354331,0.000102574,0,0.000430327,0.000345511,0,0,0,0,0,0.00059109,0.000570501,0.000484111,0.000150168,0.001073537,0,0.000107936,9.76E-05,0.00376652,0.004248187,0.00482632,0.008653919,0.004667459,0.003803984
OTU792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000937642,0.000255845,0,0.000238739,0.00088224,0,0,0,0,0,0,0,0,0,0
OTU793,0,0,0,0,0.000275344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00016636,0,0,0,0,0,0,0,0,5.21E-05,5.13E-05,0,0,0,0,0,0,0,0,0,0.000142625,0,0,0,0,0,0,0,0,0,0,0,0
OTU794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.08E-05,0,0,0,1.70E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU795,0,0,0,0,3.62E-05,4.94E-05,2.97E-05,0,0,0,0,0.000106417,0.000105716,0,0,9.45E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000311688,0.000300337,0,0.000463418,0.000549959,0.000536929,0,0,0,0,0,0
OTU796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000123304,0,0.000109403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU797,0,0,0,0,0,0.000119978,0,0,0.001078,2.49E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000168454,0,0,0,0,0,7.02E-05,0,0,0,0,0,0.000184272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU798,0,0,5.90E-05,5.22E-05,0.000224623,0.000247013,0,0,0,0.000523254,0.000158861,0,0,0,0,0,0,0,0,0,0,0,0.000584911,9.33E-05,0,0,1.87E-05,0,3.99E-05,0,0,0,0,0,0,0,0,0,0,0.000496708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000198065,0,0
OTU799,0,0,0,0,0.000173902,0,0.00015857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.05E-05,0.000716988,0.000788516,0,0,0,0,0.000183415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000397,0,0,0,0,0,0,0,0,0,0.000687996,0,0.000254589,0
OTU800,2.35E-05,0.002535005,0.000171072,0,0,0,0,0,8.44E-05,0,0,0,0,0,0,0.000110267,0.001276876,0.001024845,0,0.000177249,0.003716715,0.000648001,0.000509439,0.000203488,0,0,0,0.000376699,0.001291876,0,0.000599718,0.00059181,0,0,8.68E-05,0.000776631,0,0,0.000218823,0,0,0,0,0,0.000105867,0,3.98E-05,0,0.000181955,0.000502036,0,0.002477196,0.00033332,0.000583764,0.001427722,0.000388512,0.00126082,0
OTU801,0.002368516,0.001320706,0.000920251,0.005135123,2.90E-05,0.001432675,0.003894868,0.000317615,0.002502836,0.003089688,0.000810193,0.001702671,0.002809031,0.0060764,0,0.003040232,0.000370706,0.000714286,0.000239107,0.005864628,0.004079477,0.00387959,0,0.000330668,7.97E-05,0.000231458,0.000140378,0.002396053,0.000119618,0,0.000669685,0.002567287,0.000322916,0.013166697,0,0.000527523,0,0.001655665,0.002142166,0.002749386,0.000478693,0.000108315,0.000844024,0,0,0.001276836,0.004834474,0.001895877,0.003657305,0,0.00207648,0.000274566,0.000522202,0.00036991,0,0.000266626,0.000569794,0.000334478
OTU802,0.001003874,0.00163367,0.000448327,0.003542365,0.002173771,0.000564601,9.91E-05,0,0,0,0,0,0,0,0,0,0.001029739,0,0,3.85E-05,0.000197291,0.000429195,0,0,0,0,0,0,0,0,0,0,0,0,0.000451444,0.000146534,0.001980099,0.001261807,0.000161238,0.001560084,0,0,0,0,0,0,0,0,0,0,0,0,0.000172216,0.001629916,0,0,0,0.000306133
OTU803,0,0,0,0,0,0,4.96E-05,0.000158807,0,7.48E-05,0,0,0,0,0,0,0,0.000263975,0.000239107,0,0,0,0,0,0,0,0,0,0.000143542,0,0,0,0,0,0.001805775,0,0,0,0.000460681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000786321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU805,0,0,0,0.00021759,0,0,0,3.18E-05,4.69E-05,3.74E-05,0,0.000106417,0,0,0,0,0,0,8.44E-05,0,0,0,0,0,0,0,0,0.000253191,0,0,3.00E-05,0,0,0,0.000364628,0.000102574,0.000986475,0,0.000184272,0,0,0,0,0,0,0,0.000875378,3.75E-05,0.000218347,0,0,0.000359987,0,0,0,0,0,0.00032314
OTU806,0,0,6.49E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.11E-05,0.000576669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000104179,0,0,0,0.000103653,0,0,0,0.000133637,0,8.82E-05,0,0,0,0.000136467,0,0,0,0,0,0,0,0,0
OTU807,0,0.000375556,0,0.000156665,0.000934722,0,0,0,0,0,0,0,0,0,0,0,0,0,7.03E-05,0,0,0.000185143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000496708,0,0,0,0,0,0,0,0,0,0,0.001439145,0,0,0,0,0,0,0
OTU809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.60E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU810,0,0,0,0,0.000304328,0.000374048,0,0,0,3.74E-05,7.94E-05,5.32E-05,0.001102469,0,0,0.001622507,0,0,0,0,0,0,0.000216983,5.09E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00093745,0,0,0.000196939,0,0,0,0.000212213,0,0.001501133,0,0.000277549,0,0.000799969,0,0,8.38E-05,0,0
OTU811,0,0,0,0,0,0,0,0,0.000112487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.11E-05,0,0,0,0,0,0,0
OTU812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.93E-05,0,0,0,0,0,0
OTU813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.32E-05,0,0,0,0,0,0
OTU814,0.00022744,0,0,0,0,0.00011292,0.002388456,0.000116459,5.62E-05,0.00023671,6.35E-05,0,0,0,0,0,0,0.00015528,0.00068919,0.000963309,0,0,0.001028312,0,0.006133422,0.000267623,0.002854362,0,0.001610858,0,0.003048567,0,0.004871816,0,0,0,0,0,0,2.80E-05,0,0,0.000393878,0.000100822,0.000335245,0,9.95E-05,0.001633082,0,0.000506327,0.000200452,0.000677263,0.000205548,0.000450828,0.001748442,0.000761789,0.000278835,0
OTU815,0,0,0,0.000287219,0,0,0,0.000116459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002280763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU816,0.000556837,0,0,0.000391662,0.002188263,0.000155265,0.000287408,7.41E-05,0.000299965,3.74E-05,0.000714876,0.000766202,0.001812278,0.000471445,0,0.000236287,0,0,0,0.000184955,0,0.000580676,0.001179256,5.94E-05,0.000371723,0,9.36E-05,0.000450804,0.001570985,0,0.001889112,0.000458444,0.000294836,0.017849369,0,0.000197821,0,0,0.001117151,0.000573663,0.000162959,0,0,0.001824873,0.000891045,0,0,0,0,0,0,0,0.005122023,0.001780192,0.001629465,0.006802773,0.001388114,0.000464868
OTU817,0,0,0.000271356,0.000452587,0,0.0002823,0,0,0,0,0.001127915,0.001936788,0.001615948,0.00075955,0,0.001212942,0,4.66E-05,0.000534474,0.00203451,0.000617331,0.000218805,0.000283022,0,0.000238964,0,6.55E-05,0,0,0,0.001839136,0,0.001403982,0,0.001180699,0.005861364,0.000528979,1.46E-05,0.009927673,0.001532101,0,0.064079374,0,0.000574684,0,0.002866088,0.000145896,0,8.19E-05,0,0,0,0,0,0,0,0,0
OTU818,0,0,0.000141577,0.004508464,0,4.23E-05,4.96E-05,0,0.000899896,0,0,0,0,0,0.002566613,0,0,0,0,0,0,0,0.001216993,0,0.00025224,5.06E-05,7.49E-05,0,0.001387571,0,0,0,0.000379075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.33E-05,0,0
OTU819,0,0,0,0.000696288,0,0,0,0,0,0,0,0,0,0,0.002529523,0,0,0,0,0,0,0,0,0,0,0,0,0,6.38E-05,0.005687682,0,0,0.000589672,0,0,0,0,0,3.46E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.71E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU821,0,0,0,0,0,0,0,3.18E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.39E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU822,0,0,0,0,0,0,0,0,0,2.49E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU823,0,0,0,0,0,0,0,0,0,0.000149501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000611098,0.001061491,0,0,0.000644023,0,0,0,0,0,0,9.15E-05,0,0,0,0,0,0
OTU824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002495315,0.002827031,0.00196939,0,0.000229378,0,0.000550427,0.000591288,0.000127369,0.000102982,0.000868627,0,0,0,0,0,0,0
OTU825,0,0,3.54E-05,0,0,0,0.000386514,0,2.81E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.70E-05,0,0,0,4.94E-05,0,0,3.00E-05,0,0,0.000488442,0,0,0,0,0,4.90E-05,0,0,0,0,0,0,0,0,0,0,1.54E-05,0,0,0,4.66E-05,0,0,0
OTU826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.77E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000100987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000136467,0,0,0,0,0,0.000103458,0,0,0
OTU829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000225041,0,0,0,0,0,0,0,0,0,0.000143542,0,0,0,0,0,0,0,0,0,0,0,0.000274994,0,0,0.000786409,0.001940891,0,0,0.000103241,0,0,0,0,0,0,0,5.33E-05,0,0
OTU830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.30E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.63E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.66E-05,0,0,0,0,0,0
OTU833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000264809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000379811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU835,0.000149013,0,7.67E-05,0.000252404,1.45E-05,6.35E-05,0.000178391,0,1.87E-05,0.000124584,6.35E-05,6.39E-05,0,9.17E-05,0,0,0,0,0.000112521,0,0,0,2.83E-05,0.000220445,0,0.000101263,0,0.000166736,0,0,0,0,0,0,0,0.000263761,0.000514683,0.000189636,0,0,0,0,0,0,0,0,0.000179055,0.000197096,0.000209249,0,0.000113076,0,0,0,0.000848356,0,0,5.10E-05
OTU836,0,0,0,0,0,0,0.000128838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.83E-05,0,0,0,0,0,0
OTU838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000430327,0,0,0,0,0,0,0,0,0,0,0,0,7.20E-05,6.10E-05,0,0,0,0,0,0
OTU839,0,0,0,0,0,0,0,0,0,0,0,0,7.55E-05,0,0,0,0,0,0,0,0,0,0,0.002484251,0,0,0,0,0,0,0,0,7.02E-05,0,0,0,0,0,0,0,0,0,0.000126604,0,0,0,0,0,0,0,4.11E-05,0,0,0,0,0.000129504,0,0
OTU840,0,0.000231593,1.18E-05,0,0,0.00155971,0,0,4.69E-05,0,0.000349495,0,0.013863928,9.17E-05,0,0,0,0,0,0.000169542,0,0.000504936,0,0,0,0,0,0,0,0,0,0,0,0.000307931,0,0,0.008971206,0,0,0.000482717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.42E-05,0
OTU841,0,0,1.18E-05,4.35E-05,0,0,0,4.23E-05,0,0,7.94E-05,7.45E-05,0,7.86E-05,0,0,0,0.000201863,0.000421953,0.000269727,5.09E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.46E-05,0,2.80E-05,0,6.50E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.54E-05
